siteid size segmentid n k a cost maxdate mindate days
770356 160x600 1183 309596 104 0 121.51 2011-10-26 2011-03-02 238
786901 728x90 1183 309327 11 0 114.86 2011-11-28 2011-03-01 272
755097 300x250 1 309243 8 0 17.29 2011-05-09 2011-03-01 69
793922 300x250 1183 308784 28 0 40.23 2011-09-05 2011-03-01 188
775715 300x250 1183 306786 61 2 252.89 2011-11-28 2011-03-01 272
730709 728x90 66 306764 104 0 181.12 2011-11-28 2011-03-15 258
771563 728x90 1183 305392 154 1 156.36 2011-11-14 2011-03-09 250
731249 300x250 1183 305116 82 0 453.27 2011-08-02 2011-03-01 154
782303 728x90 1183 304530 60 4 235.37 2011-11-28 2011-03-09 264
795866 728x90 1183 302674 37 4 407.97 2011-09-22 2011-07-13 71
791181 728x90 1183 301992 45 1 76.95 2011-11-28 2011-03-03 270
735303 160x600 1 300384 233 2 260.59 2011-11-28 2011-03-01 272
796036 728x90 1183 299862 89 2 121.23 2011-09-15 2011-03-15 184
805028 300x250 1183 299769 31 1 203.39 2011-11-28 2011-07-13 138
753270 728x90 1183 299281 115 0 153.28 2011-11-28 2011-03-01 272
778656 728x90 84 299235 18 0 25.00 2011-09-26 2011-03-09 201
721489 728x90 81 298477 55 0 566.39 2011-11-28 2011-03-06 267
743208 160x600 1 297820 140 0 280.60 2011-05-21 2011-03-01 81
792410 300x250 1183 295038 48 0 174.11 2011-09-27 2011-03-20 191
801576 300x250 1183 294574 45 1 88.59 2011-11-28 2011-07-12 139
776589 300x250 1183 294381 167 4 464.75 2011-11-28 2011-07-13 138
754268 300x250 67 293275 64 0 24.84 2011-06-23 2011-03-02 113
781004 300x250 1183 292802 65 0 89.50 2011-11-28 2011-03-01 272
797371 160x600 1183 292233 116 1 64.06 2011-11-28 2011-03-09 264
782311 728x90 1183 291759 70 0 176.50 2011-11-28 2011-03-09 264
756975 160x600 1183 291578 85 0 45.62 2011-11-28 2011-03-01 272
796555 300x250 1183 291313 48 0 60.15 2011-11-28 2011-03-26 247
804145 728x90 1183 291287 197 0 52.45 2011-11-28 2011-07-13 138
797764 160x600 87 290801 175 1 28.56 2011-11-28 2011-03-01 272
773746 180x150 85 289889 16 0 14.05 2011-07-12 2011-04-13 90
792646 300x250 -20 289127 182 0 2.13 2011-10-21 2011-09-22 29
783615 160x600 1183 288816 500 2 196.37 2011-11-28 2011-03-01 272
683204 120x600 1 288571 16 0 40.18 2011-11-28 2011-03-01 272
787694 728x90 65 287183 124 7 71.06 2011-11-28 2011-06-30 151
794912 728x90 1183 287106 50 2 84.44 2011-09-21 2011-03-01 204
792908 728x90 1183 285989 30 0 72.59 2011-10-29 2011-03-01 242
755442 728x90 1183 285627 660 2 369.90 2011-06-24 2011-03-01 115
747622 300x250 1183 284492 167 0 224.47 2011-11-15 2011-03-09 251
777482 120x600 87 284406 59 0 71.78 2011-11-28 2011-03-02 271
739829 728x90 1183 283490 67 0 107.62 2011-11-28 2011-03-11 262
770170 728x90 1183 282742 202 2 90.03 2011-11-28 2011-03-01 272
784080 300x250 1183 282355 50 0 67.43 2011-11-10 2011-03-01 254
779234 468x60 1183 282273 13 0 42.43 2011-11-28 2011-03-02 271
768549 728x90 1183 282257 70 0 117.27 2011-09-17 2011-03-09 192
778963 728x90 1183 281826 55 0 104.10 2011-11-28 2011-03-01 272
804045 120x600 1183 280961 98 0 22.64 2011-11-13 2011-05-04 193
792439 300x250 81 280481 8 0 50.90 2011-11-28 2011-03-01 272
783796 300x250 1183 279379 46 0 77.27 2011-11-28 2011-03-02 271
763095 300x250 83 279213 142 1 381.18 2011-11-28 2011-07-12 139
708734 300x250 1183 278737 10 0 17.77 2011-11-28 2011-03-01 272
786205 160x600 87 277518 184 0 127.67 2011-11-28 2011-03-01 272
781343 728x90 87 277453 52 0 117.11 2011-07-15 2011-03-09 128
793633 728x90 1183 277094 122 1 413.71 2011-08-04 2011-07-13 22
798150 160x600 87 276762 44 0 205.52 2011-11-28 2011-07-13 138
778827 728x90 1183 276600 288 3 163.51 2011-11-28 2011-03-01 272
797952 728x90 1183 276559 128 0 86.94 2011-11-28 2011-03-01 272
762849 300x250 1 276325 5 0 14.85 2011-11-17 2011-03-01 261
784380 728x90 1183 276103 536 7 378.29 2011-11-28 2011-03-09 264
806978 160x600 1183 275942 157 1 78.73 2011-11-28 2011-07-13 138
798400 300x250 1183 273461 23 1 198.98 2011-11-28 2011-07-13 138
782758 728x90 1183 273336 252 6 150.41 2011-11-23 2011-07-13 133
784757 160x600 1183 271914 10 0 154.61 2011-11-28 2011-03-01 272
770355 160x600 1183 271548 77 1 209.53 2011-09-25 2011-03-01 208
793080 728x90 1183 271438 91 0 42.94 2011-05-11 2011-03-01 71
777449 728x90 1183 271391 62 0 56.38 2011-10-13 2011-03-01 226
788613 728x90 1183 270551 79 0 42.68 2011-10-07 2011-03-01 220
794324 300x250 1183 270038 58 4 217.04 2011-11-28 2011-07-13 138
754084 728x90 1183 269941 66 0 113.60 2011-11-28 2011-03-01 272
770175 300x250 1183 269912 127 4 118.47 2011-11-28 2011-03-01 272
785871 300x250 1183 269573 14 0 74.88 2011-11-28 2011-04-02 240
807605 160x600 1183 269009 184 3 169.57 2011-11-05 2011-07-13 115
743847 160x600 1183 268982 59 0 76.47 2011-11-15 2011-03-01 259
743192 728x90 1183 268956 177 4 271.34 2011-06-23 2011-05-23 31
797879 300x250 1183 268239 41 1 141.34 2011-11-28 2011-03-11 262
763079 728x90 68 267354 895 0 138.42 2011-11-25 2011-03-09 261
780606 160x600 87 267338 50 2 233.35 2011-09-30 2011-03-16 198
772045 160x600 1183 266451 69 0 101.34 2011-11-24 2011-03-11 258
741752 300x250 68 266304 18 0 121.57 2011-11-19 2011-03-14 250
789533 300x250 1183 266149 50 1 305.06 2011-11-28 2011-04-02 240
796229 300x250 1183 265504 17 0 1134.55 2011-11-27 2011-07-13 137
792748 160x600 1183 265376 38 1 73.76 2011-11-28 2011-03-02 271
795521 160x600 1183 265326 428 2 133.91 2011-11-28 2011-03-01 272
739830 160x600 1183 264779 58 0 85.31 2011-11-23 2011-03-02 266
771566 728x90 1183 264731 180 2 268.06 2011-10-05 2011-03-13 206
761923 728x90 1183 264690 12 0 25.62 2011-11-25 2011-03-01 269
724783 728x90 1183 263775 119 0 86.49 2011-11-27 2011-03-06 266
773746 180x150 82 263682 34 0 2.64 2011-10-21 2011-05-03 171
800807 728x90 87 263444 385 1 282.80 2011-11-28 2011-07-13 138
795434 728x90 1183 263207 44 0 2.60 2011-07-26 2011-06-29 27
777451 160x600 1183 262999 115 0 121.93 2011-07-09 2011-03-01 130
806983 300x250 1183 261742 93 5 119.31 2011-11-28 2011-07-13 138
773874 728x90 1183 261484 57 2 74.65 2011-11-28 2011-03-03 270
797941 300x250 1183 260671 52 0 71.71 2011-11-28 2011-03-10 263
797925 160x600 1183 260380 20 0 267.68 2011-11-28 2011-03-03 270
789849 728x90 1183 260336 83 1 59.18 2011-11-28 2011-03-01 272
782863 300x250 1183 258990 336 36 501.66 2011-11-28 2011-04-10 232
806558 728x90 1183 258230 176 0 2.56 2011-08-24 2011-08-23 1
730461 728x90 1183 258138 90 1 146.12 2011-11-28 2011-03-09 264
787126 728x90 1183 257081 241 2 149.95 2011-11-28 2011-03-01 272
800343 728x90 81 256833 97 1 2.57 2011-10-21 2011-09-29 22
762275 300x250 1183 256357 96 0 2.54 2011-06-14 2011-03-01 105
767175 728x90 83 255832 1016 1 94.37 2011-11-27 2011-03-05 267
785441 728x90 1183 255066 76 3 283.91 2011-11-28 2011-03-10 263
804979 160x600 1183 254599 53 2 176.95 2011-11-28 2011-07-13 138
775731 160x600 1183 254569 65 2 158.59 2011-11-28 2011-03-01 272
739719 160x600 1 253956 96 0 91.16 2011-11-28 2011-03-01 272
790640 728x90 1183 253615 5 0 190.89 2011-11-28 2011-03-01 272
802808 300x250 1183 252280 42 3 131.38 2011-11-26 2011-07-13 136
781384 728x90 1183 251066 65 0 112.30 2011-11-28 2011-03-09 264
785295 160x600 87 249939 30 0 184.27 2011-11-28 2011-03-01 272
690491 468x60 1 248816 39 0 17.03 2011-11-24 2011-03-01 268
758254 300x250 1 248584 4 0 15.49 2011-05-05 2011-03-01 65
779546 160x600 87 248461 35 1 130.90 2011-11-28 2011-03-01 272
791646 468x60 1183 248421 17 0 4.29 2011-11-28 2011-03-01 272
765393 300x250 1183 248052 43 0 65.52 2011-11-28 2011-03-01 272
775082 728x90 1183 246912 43 2 124.44 2011-11-28 2011-03-01 272
101030 468x60 67 246515 18 0 36.82 2011-11-28 2011-03-01 272
793237 300x250 1183 245952 57 1 122.80 2011-11-28 2011-03-01 272
779865 120x600 1183 245887 110 1 116.37 2011-11-08 2011-03-09 244
778921 728x90 66 245767 71 2 163.21 2011-11-28 2011-03-15 258
808217 160x600 1183 245591 330 1 158.16 2011-11-28 2011-07-13 138
773871 728x90 1235 245284 65 2 81.08 2011-10-13 2011-03-09 218
785760 300x250 1183 245164 66 2 170.83 2011-11-28 2011-03-01 272
787697 300x250 65 245069 56 0 90.50 2011-11-27 2011-05-18 193
804366 728x90 1183 243770 18 1 181.48 2011-11-28 2011-05-14 198
796319 728x90 1183 243657 21 0 43.73 2011-11-28 2011-03-01 272
785629 160x600 87 243640 60 2 109.60 2011-11-28 2011-03-02 271
786845 728x90 1183 242994 74 0 68.13 2011-10-10 2011-03-01 223
775061 300x250 1183 242546 34 0 74.81 2011-08-09 2011-03-01 161
800997 728x90 1183 241594 0 0 11.89 2011-10-06 2011-05-15 144
792775 160x600 87 240593 387 0 313.25 2011-11-28 2011-03-09 264
777641 728x90 1183 240309 95 4 254.28 2011-11-27 2011-07-13 137
727592 728x90 1183 240147 144 0 140.32 2011-11-28 2011-03-09 264
