siteid size segmentid n k a cost maxdate mindate days
797506 300x250 1183 1829765 91 2 1850.40 2011-11-28 2011-07-13 138
794065 160x600 1183 1819546 23 0 186.73 2011-11-28 2011-03-01 272
779010 728x90 1183 1810784 87 1 2039.19 2011-11-28 2011-03-09 264
777724 160x600 1183 1807134 1046 24 1068.64 2011-11-28 2011-03-01 272
763103 728x90 1 1803870 110 0 734.57 2011-11-28 2011-03-12 261
778925 300x250 1183 1790473 195 16 1168.03 2011-11-28 2011-04-02 240
746592 160x600 1183 1783714 1771 11 622.65 2011-11-28 2011-03-01 272
797955 160x600 1183 1783043 573 1 497.54 2011-11-28 2011-03-01 272
765030 300x250 1183 1780940 914 3 1242.68 2011-10-25 2011-03-01 238
767261 728x90 65 1773324 1000 17 1541.53 2011-11-28 2011-03-09 264
756792 300x250 65 1771937 366 4 884.55 2011-11-28 2011-04-03 239
784545 160x600 1183 1752625 1777 12 1456.40 2011-11-28 2011-03-01 272
788694 300x250 82 1744898 2515 1 333.60 2011-11-28 2011-03-30 243
791263 300x250 1183 1742764 522 4 1137.17 2011-11-28 2011-03-10 263
790400 728x90 1183 1742100 49 0 101.70 2011-08-12 2011-03-01 164
801551 300x250 1183 1734713 819 1 624.07 2011-11-28 2011-07-01 150
791519 300x250 87 1727283 52 0 324.75 2011-09-27 2011-03-09 202
766796 728x90 1183 1723153 124 3 858.71 2011-11-28 2011-03-01 272
794909 300x250 1183 1704394 475 14 992.71 2011-11-28 2011-03-01 272
778929 300x250 65 1700150 85 1 1095.59 2011-11-28 2011-03-09 264
793407 160x600 1183 1699909 690 8 894.02 2011-11-28 2011-03-01 272
807788 300x250 1183 1691070 153 1 152.27 2011-09-27 2011-07-02 87
770255 300x250 78 1690659 90 3 76.20 2011-08-31 2011-03-08 176
778142 160x600 1183 1688822 21 0 472.57 2011-11-28 2011-03-01 272
784628 300x250 1183 1687261 158 3 157.64 2011-11-28 2011-03-01 272
754270 300x250 66 1674325 437 4 306.83 2011-11-28 2011-03-01 272
808308 728x90 1183 1672348 185 3 551.82 2011-10-10 2011-07-13 89
798122 160x600 1183 1665384 745 12 651.58 2011-11-17 2011-03-01 261
772047 728x90 1183 1663663 1009 3 690.18 2011-11-28 2011-03-09 264
764294 728x90 1 1663343 900 2 412.58 2011-11-27 2011-03-09 263
795190 300x250 1183 1654040 329 0 983.63 2011-11-28 2011-03-01 272
741752 300x250 66 1653134 292 4 1157.61 2011-11-23 2011-03-09 259
787698 728x90 67 1648436 173 3 417.59 2011-11-28 2011-05-17 195
763097 728x90 83 1640338 633 4 753.43 2011-11-28 2011-03-01 272
780201 300x250 375 1637266 85 4 743.30 2011-11-28 2011-04-29 213
785969 234x60 87 1636861 7 0 253.27 2011-11-28 2011-04-08 234
764271 728x90 84 1634653 533 2 734.82 2011-08-16 2011-03-16 153
763924 300x250 68 1632067 1599 5 792.86 2011-11-24 2011-03-01 268
782800 728x90 67 1631451 169 3 298.18 2011-11-28 2011-03-01 272
804973 728x90 1183 1625320 1715 24 1409.98 2011-11-28 2011-07-13 138
787693 300x250 66 1617427 427 2 369.08 2011-11-28 2011-05-18 194
790034 728x90 1183 1611068 206 1 380.25 2011-11-28 2011-03-01 272
789059 160x600 84 1608945 277 0 136.39 2011-08-31 2011-03-01 183
760447 120x600 1183 1602350 180 3 594.15 2011-10-21 2011-03-01 234
774709 160x600 1183 1594873 176 17 1295.06 2011-11-28 2011-03-01 272
790783 300x250 1183 1590755 225 1 450.23 2011-09-24 2011-03-01 207
760448 300x250 1183 1584713 243 3 984.33 2011-11-22 2011-03-09 258
790039 160x600 1183 1580902 268 5 558.69 2011-11-28 2011-03-01 272
803405 300x250 1183 1576840 227 4 272.55 2011-10-05 2011-07-02 95
780524 728x90 1183 1569953 751 15 613.23 2011-11-28 2011-03-01 272
743812 160x600 84 1565935 907 3 1931.65 2011-06-19 2011-03-09 102
792773 728x90 87 1559682 621 12 537.93 2011-11-28 2011-03-01 272
743168 728x90 82 1551456 1457 8 1233.05 2011-09-27 2011-03-01 210
777626 728x90 1183 1544699 611 15 900.91 2011-11-28 2011-03-09 264
767175 728x90 85 1543733 1301 1 282.65 2011-11-21 2011-03-05 261
779020 120x600 1183 1536528 512 2 1042.15 2011-11-27 2011-03-01 271
800007 300x250 1183 1536205 723 0 1219.17 2011-11-28 2011-03-11 262
803404 300x250 1235 1528039 284 7 950.03 2011-09-21 2011-07-13 70
789626 728x90 1183 1527420 635 4 830.42 2011-09-29 2011-03-01 212
806975 160x600 1183 1526168 1709 44 793.47 2011-11-12 2011-07-13 122
793422 160x600 1183 1519856 1172 0 433.06 2011-10-19 2011-03-01 232
768838 728x90 1183 1518326 751 5 660.07 2011-11-28 2011-03-01 272
774375 160x600 1183 1515832 665 9 1851.27 2011-11-11 2011-03-09 247
807015 728x90 1183 1511095 64 0 183.18 2011-11-28 2011-07-06 145
777384 180x150 1183 1510583 31 0 482.39 2011-09-27 2011-03-22 189
792771 300x250 87 1508012 756 13 429.14 2011-05-07 2011-03-01 67
785923 160x600 84 1507420 204 0 112.08 2011-08-29 2011-03-10 172
790273 300x250 1183 1502331 416 10 872.57 2011-11-28 2011-03-01 272
739394 160x600 1183 1502200 657 23 986.09 2011-11-23 2011-03-01 267
770180 300x250 1183 1501337 264 7 381.41 2011-11-28 2011-03-01 272
802258 300x250 1183 1498329 70 3 78.92 2011-11-28 2011-05-27 185
770171 300x250 1183 1498227 842 9 700.85 2011-11-28 2011-03-01 272
785924 300x250 82 1497585 120 1 101.44 2011-08-30 2011-03-01 182
805202 728x90 1183 1487448 270 1 281.11 2011-11-28 2011-06-18 163
794038 300x250 83 1486572 51 0 133.81 2011-11-28 2011-03-01 272
796890 728x90 1183 1482644 1192 6 2678.57 2011-11-28 2011-07-13 138
730462 728x90 1 1482334 355 4 542.72 2011-11-28 2011-03-01 272
743198 728x90 85 1477602 140 2 108.12 2011-07-26 2011-03-01 147
799260 728x90 1183 1477536 1110 2 688.00 2011-11-28 2011-03-05 268
802106 728x90 1183 1477253 50 1 73.75 2011-05-11 2011-05-03 8
736332 300x250 1 1475642 188 1 207.48 2011-11-28 2011-03-01 272
786125 728x90 1183 1469867 99 2 1079.37 2011-11-28 2011-03-01 272
763097 728x90 81 1455878 762 1 857.51 2011-11-28 2011-03-12 261
734088 300x250 1183 1454884 612 5 910.01 2011-11-28 2011-03-09 264
801840 300x250 1183 1452432 2059 4 3329.29 2011-11-28 2011-06-16 165
787237 160x600 1236 1451124 383 2 692.01 2011-11-28 2011-03-09 264
770975 300x250 1183 1450380 42 2 170.95 2011-09-08 2011-03-01 191
741752 300x250 65 1431830 319 13 1520.57 2011-11-24 2011-03-11 258
805400 728x90 1183 1421531 1465 0 415.58 2011-11-28 2011-06-21 160
763095 300x250 82 1415541 556 10 2550.79 2011-11-28 2011-07-12 139
793704 300x250 1183 1409681 1126 16 1011.31 2011-09-27 2011-03-15 196
785924 300x250 83 1409148 76 0 77.04 2011-08-29 2011-03-01 181
802106 728x90 65 1394232 69 1 524.55 2011-11-25 2011-05-13 196
725952 728x90 68 1393448 2058 8 397.93 2011-11-28 2011-03-01 272
763924 300x250 67 1380173 2894 11 612.94 2011-11-28 2011-03-01 272
764210 728x90 1183 1374420 73 1 529.70 2011-11-23 2011-03-01 267
782620 728x90 1183 1372319 99 5 461.06 2011-11-28 2011-03-09 264
762499 300x250 1 1368469 299 28 1292.23 2011-11-28 2011-04-01 241
790090 728x90 1183 1366972 521 21 1309.88 2011-11-28 2011-05-24 188
787123 728x90 1183 1356665 1259 3 672.80 2011-11-25 2011-03-09 261
777017 160x600 1183 1336060 8353 8 317.56 2011-11-28 2011-03-03 270
800850 300x250 1183 1332834 692 17 653.02 2011-11-28 2011-07-13 138
776081 160x600 1235 1332592 233 3 478.71 2011-11-28 2011-03-01 272
799553 468x60 85 1324249 114 0 63.32 2011-11-28 2011-04-24 218
704843 728x90 1 1322750 825 28 917.51 2011-11-28 2011-03-01 272
794038 300x250 85 1322159 56 0 7.04 2011-11-27 2011-03-01 271
797505 160x600 1183 1320417 112 2 1599.19 2011-11-28 2011-07-13 138
784877 728x90 1183 1314867 351 9 2074.22 2011-11-28 2011-05-03 209
789061 728x90 83 1312592 77 0 130.03 2011-09-05 2011-03-01 188
763079 728x90 69 1311424 4156 0 652.18 2011-11-28 2011-03-09 264
771574 160x600 1235 1302017 207 6 453.34 2011-11-28 2011-03-01 272
787693 300x250 68 1296743 255 0 73.67 2011-11-28 2011-05-17 195
788483 160x600 1 1296713 1281 11 493.67 2011-11-28 2011-03-01 272
792381 300x250 1183 1286298 782 4 1268.69 2011-11-28 2011-03-01 272
762498 300x250 1 1277792 120 2 1188.17 2011-11-28 2011-04-01 241
743573 728x90 1 1275558 280 10 686.97 2011-11-28 2011-03-01 272
721127 728x90 81 1273835 420 1 876.86 2011-06-09 2011-03-01 100
730710 300x250 65 1270666 681 10 767.83 2011-11-28 2011-03-08 265
787697 300x250 69 1269915 38 0 99.74 2011-11-26 2011-05-17 193
708174 728x90 1 1264779 482 1 906.55 2011-11-18 2011-03-15 248
788453 160x600 87 1264020 66 1 531.12 2011-11-28 2011-03-01 272
805760 728x90 1183 1261606 37 1 155.41 2011-11-28 2011-06-03 178
791473 160x600 87 1257799 2474 34 614.84 2011-11-28 2011-03-01 272
764212 300x250 1183 1248228 307 3 491.40 2011-11-28 2011-03-01 272
753795 160x600 1183 1247416 71 0 448.82 2011-08-17 2011-03-01 169
789064 728x90 83 1245917 63 0 61.21 2011-08-31 2011-03-01 183
793079 728x90 87 1243363 216 2 395.13 2011-04-12 2011-03-01 42
778143 300x250 1183 1242602 90 1 359.11 2011-11-22 2011-03-01 266
788694 300x250 84 1241421 903 0 118.26 2011-11-28 2011-03-30 243
708752 728x90 1183 1237542 52 1 63.36 2011-11-28 2011-03-01 272
780522 160x600 1183 1235427 458 3 376.72 2011-10-25 2011-03-03 236
763831 180x150 81 1232058 161 0 12.31 2011-10-22 2011-05-03 172
760449 728x90 1183 1230945 92 4 902.36 2011-11-23 2011-03-01 267
788369 160x600 87 1230581 490 6 989.71 2011-11-28 2011-03-01 272
799753 728x90 1183 1225351 635 3 365.69 2011-11-28 2011-03-16 257
793703 728x90 1183 1224573 612 46 806.35 2011-10-12 2011-03-10 216
795236 300x250 78 1223522 89 0 44.88 2011-08-31 2011-03-01 183
783288 728x90 65 1218492 578 10 1198.86 2011-11-28 2011-03-11 262
793179 160x600 1183 1210883 400 13 1388.06 2011-11-27 2011-03-01 271
762250 300x250 1183 1206924 513 19 678.81 2011-11-28 2011-03-01 272
790031 300x250 1183 1204521 203 3 436.43 2011-11-28 2011-03-01 272
796725 300x250 1183 1203727 156 6 1156.05 2011-10-12 2011-03-14 212
792442 300x250 79 1203108 4 0 4.51 2011-11-27 2011-03-01 271
773582 468x60 1183 1200443 106 0 177.01 2011-11-28 2011-03-01 272
721569 300x250 82 1193078 9886 4 1341.13 2011-11-15 2011-07-14 124
770172 160x600 1183 1192938 177 2 239.79 2011-11-28 2011-03-01 272
768919 728x90 1183 1189794 233 1 194.43 2011-11-28 2011-03-01 272
739723 728x90 1183 1185809 104 2 280.78 2011-11-28 2011-03-01 272
793286 160x600 1183 1185054 491 24 1392.18 2011-11-28 2011-03-01 272
799574 300x250 1183 1184220 19 0 160.56 2011-06-08 2011-03-09 91
773746 180x150 81 1183855 138 2 11.85 2011-10-21 2011-05-03 171
757465 160x600 1183 1181645 581 6 590.67 2011-11-28 2011-03-01 272
771346 300x250 1183 1175198 8 0 77.04 2011-11-28 2011-03-01 272
789803 728x90 1183 1173600 388 3 632.32 2011-10-14 2011-03-01 227
790179 300x250 1183 1172597 487 2 725.33 2011-11-25 2011-03-01 269
776570 728x90 1183 1170361 391 3 299.45 2011-11-28 2011-03-01 272
725952 728x90 67 1169506 2063 3 662.16 2011-11-28 2011-03-01 272
773310 728x90 1183 1168695 122 1 486.05 2011-11-28 2011-03-01 272
778653 160x600 84 1163349 162 0 76.90 2011-08-28 2011-03-12 169
768547 160x600 1183 1160246 329 4 326.20 2011-09-18 2011-03-01 201
766755 180x150 81 1147751 126 0 11.46 2011-10-21 2011-05-03 171
743812 468x60 1183 1146208 346 0 413.19 2011-10-21 2011-03-01 234
798479 728x90 1183 1139952 105 0 81.60 2011-11-28 2011-03-01 272
789805 160x600 1183 1139858 531 1 569.86 2011-10-14 2011-04-01 196
795235 160x600 81 1138319 426 2 174.24 2011-09-27 2011-03-01 210
778655 300x250 82 1137773 57 0 72.72 2011-08-04 2011-03-01 156
787698 728x90 68 1135604 97 2 151.88 2011-11-28 2011-05-18 194
755098 728x90 1 1133415 20 0 51.32 2011-05-11 2011-03-01 71
735204 160x600 81 1132318 220 1 552.13 2011-09-08 2011-03-09 183
794916 300x250 84 1131633 140 2 149.82 2011-11-24 2011-03-01 268
761280 728x90 1 1131596 541 0 445.48 2011-11-28 2011-03-09 264
795237 728x90 81 1131537 80 0 77.20 2011-09-27 2011-03-10 201
804833 160x600 87 1130305 205 0 338.31 2011-11-28 2011-07-13 138
787694 728x90 69 1126624 92 0 32.31 2011-11-28 2011-05-16 196
760576 300x250 1 1121320 77 2 483.87 2011-11-26 2011-03-01 270
768034 728x90 1183 1119213 277 3 374.32 2011-11-28 2011-03-14 259
798407 300x250 1183 1117679 384 0 286.08 2011-11-28 2011-03-18 255
789063 300x250 82 1116566 36 0 115.43 2011-08-31 2011-03-03 181
743206 300x250 246 1111277 1230 6 1245.72 2011-09-27 2011-03-01 210
790038 728x90 1183 1103210 230 10 515.98 2011-09-26 2011-03-01 209
754268 300x250 66 1102530 647 1 147.89 2011-08-16 2011-03-02 167
754270 300x250 69 1097778 162 0 107.46 2011-11-28 2011-03-01 272
791913 160x600 1183 1096557 111 1 197.28 2011-11-28 2011-03-01 272
799553 468x60 82 1091904 87 2 180.96 2011-11-28 2011-04-24 218
800334 728x90 1183 1091447 695 24 933.57 2011-09-26 2011-03-19 191
790674 160x600 1183 1090000 611 11 893.47 2011-11-08 2011-03-09 244
773583 120x600 87 1087979 343 0 522.30 2011-11-28 2011-03-01 272
787475 728x90 69 1085829 2 0 52.51 2011-10-07 2011-03-08 213
775504 160x600 1183 1080409 526 4 479.70 2011-11-28 2011-03-01 272
791970 300x250 1183 1079941 249 4 299.35 2011-11-28 2011-07-13 138
704964 300x250 1183 1079484 389 9 866.43 2011-11-24 2011-03-28 241
795458 728x90 1183 1079404 10061 8 1818.52 2011-09-25 2011-03-03 206
788451 728x90 87 1078240 85 4 418.78 2011-11-28 2011-03-01 272
787474 728x90 68 1076966 15 0 53.25 2011-09-28 2011-03-31 181
773581 468x60 87 1074876 153 0 456.27 2011-11-28 2011-03-10 263
807978 300x250 1183 1073463 699 16 406.05 2011-09-16 2011-07-13 65
787238 728x90 87 1072717 404 4 526.85 2011-11-28 2011-03-09 264
769839 300x250 1183 1071483 245 12 784.39 2011-11-28 2011-03-09 264
785544 160x600 83 1070902 159 1 95.66 2011-08-30 2011-03-24 159
777726 728x90 1183 1067783 646 11 589.56 2011-11-28 2011-03-09 264
805037 160x600 1183 1067711 373 12 782.23 2011-11-28 2011-07-13 138
786478 300x250 1183 1065136 398 5 1227.13 2011-11-27 2011-07-13 137
782084 300x250 87 1063065 22 0 1113.69 2011-11-10 2011-03-09 246
754291 728x90 68 1059045 167 0 53.45 2011-11-28 2011-03-01 272
784630 160x600 1183 1057522 82 0 134.41 2011-11-28 2011-03-03 270
773033 160x600 1183 1047310 32 1 71.59 2011-11-28 2011-03-01 272
763793 300x250 1235 1039947 53 2 406.31 2011-11-28 2011-03-01 272
734865 728x90 84 1037730 106 0 159.02 2011-11-15 2011-03-01 259
768874 728x90 1183 1027745 1 0 50.61 2011-11-04 2011-03-01 248
800545 160x600 1183 1021932 1246 3 350.66 2011-11-28 2011-03-24 249
797956 160x600 1183 1020035 214 0 232.21 2011-11-28 2011-03-01 272
749715 160x600 1183 1013011 326 3 890.95 2011-09-21 2011-03-14 191
739393 300x250 1183 1010939 344 14 752.52 2011-11-25 2011-03-01 269
790036 160x600 1183 1001666 102 0 155.26 2011-11-28 2011-03-01 272
796981 120x600 1183 998409 258 1 424.69 2011-11-28 2011-03-13 260
769561 728x90 1183 997135 271 5 626.17 2011-11-28 2011-03-09 264
778817 468x60 1183 996930 236 1 127.67 2011-05-07 2011-03-01 67
798719 160x600 1183 995983 324 6 420.45 2011-09-27 2011-03-23 188
783206 300x250 1183 995847 2806 28 285.49 2011-09-27 2011-03-01 210
754270 300x250 65 993682 444 3 363.08 2011-11-28 2011-03-01 272
800548 160x600 1183 991532 1250 6 398.64 2011-11-28 2011-03-23 250
784951 300x250 1183 989499 507 0 849.42 2011-11-27 2011-05-17 194
763475 728x90 1 981077 610 6 554.37 2011-11-28 2011-03-09 264
795270 728x90 1235 979093 95 5 255.44 2011-10-04 2011-04-14 173
796965 468x60 1183 977856 261 3 305.11 2011-11-28 2011-03-10 263
780961 300x250 1183 968568 128 2 697.76 2011-11-28 2011-03-10 263
754289 728x90 67 960464 271 4 55.59 2011-09-23 2011-03-01 206
806526 120x600 87 959953 71 2 1406.94 2011-11-28 2011-06-08 173
808170 300x250 1183 958413 556 2 868.63 2011-09-06 2011-07-13 55
789109 160x600 78 954463 913 10 554.81 2011-08-31 2011-03-01 183
754291 728x90 65 953399 192 3 260.59 2011-11-28 2011-03-01 272
783932 160x600 1183 950071 453 2 193.64 2011-11-28 2011-03-01 272
777928 728x90 1183 940350 210 1 219.57 2011-09-27 2011-03-09 202
801548 160x600 1183 929396 355 2 394.05 2011-11-28 2011-07-13 138
776587 728x90 1183 928514 470 6 731.62 2011-11-23 2011-03-01 267
781552 300x250 1183 924268 109 1 217.49 2011-11-15 2011-03-01 259
738982 728x90 68 920894 14 1 48.90 2011-07-12 2011-03-01 133
739392 728x90 1183 920465 610 15 507.89 2011-11-26 2011-03-03 268
802092 160x600 69 920157 499 3 61.93 2011-10-25 2011-05-11 167
788694 300x250 78 920076 4025 0 157.53 2011-11-28 2011-03-30 243
216404 120x600 1 917198 76 0 251.84 2011-11-28 2011-03-02 271
791297 728x90 1183 914210 376 10 1011.63 2011-11-28 2011-07-13 138
787693 300x250 65 911191 142 5 364.98 2011-11-28 2011-05-18 194
790861 160x600 87 910250 681 2 232.40 2011-06-17 2011-03-01 108
769841 728x90 1183 908375 115 9 581.12 2011-11-28 2011-03-01 272
768033 300x250 1183 902519 131 0 193.80 2011-11-28 2011-03-12 261
790666 728x90 1183 895028 583 11 831.56 2011-11-28 2011-03-09 264
768594 728x90 1183 894038 385 1 128.49 2011-11-28 2011-03-01 272
789059 160x600 81 893893 323 3 266.02 2011-09-24 2011-03-01 207
807612 300x250 1183 889069 246 1 517.54 2011-09-20 2011-07-13 69
787498 728x90 1183 888494 150 0 648.74 2011-09-26 2011-03-01 209
754270 300x250 67 887783 214 0 117.16 2011-11-28 2011-03-01 272
806487 468x60 1183 883861 107 0 417.16 2011-09-26 2011-06-15 103
753025 300x250 1 876173 882 6 858.36 2011-11-25 2011-03-09 261
778657 728x90 82 870015 53 0 45.40 2011-09-20 2011-04-15 158
803970 728x90 1183 865541 87 1 1036.49 2011-08-08 2011-07-03 36
790322 728x90 1183 865274 299 2 545.36 2011-11-28 2011-03-01 272
702275 160x600 1183 857163 351 3 143.57 2011-11-28 2011-03-01 272
788504 160x600 1183 856769 1084 3 211.51 2011-07-05 2011-03-01 126
786577 728x90 87 852983 378 2 240.07 2011-09-21 2011-03-01 204
780444 160x600 1183 848093 241 5 361.45 2011-10-14 2011-03-01 227
768117 300x250 1183 844681 213 0 63.28 2011-11-28 2011-03-01 272
799553 468x60 84 843770 82 5 81.99 2011-11-28 2011-04-24 218
785544 160x600 81 836916 269 8 229.04 2011-09-27 2011-03-25 186
705001 728x90 1183 833028 332 15 707.03 2011-11-28 2011-03-09 264
789516 300x250 1183 831789 814 5 1130.28 2011-11-28 2011-04-12 230
808319 300x250 1183 825720 257 7 397.43 2011-11-28 2011-07-13 138
777339 468x60 1183 824780 87 5 332.17 2011-11-28 2011-03-01 272
795235 160x600 78 821704 234 0 50.53 2011-09-01 2011-03-03 182
785544 160x600 82 819354 260 1 233.00 2011-09-25 2011-03-23 186
799279 300x250 1183 816997 224 0 58.05 2011-11-05 2011-03-06 244
770358 728x90 1183 815955 296 5 327.97 2011-09-27 2011-03-02 209
792773 728x90 1235 815853 237 2 702.96 2011-06-16 2011-05-06 41
790917 300x250 1183 815665 141 2 574.08 2011-11-28 2011-07-13 138
789059 160x600 85 815339 126 0 38.11 2011-08-28 2011-03-01 180
802009 160x600 65 814283 563 10 614.89 2011-11-27 2011-07-13 137
791968 728x90 1183 812363 141 6 337.91 2011-09-08 2011-03-09 183
216403 468x60 1 811736 22 0 155.94 2011-11-28 2011-03-02 271
779061 300x250 1183 811384 59 1 288.99 2011-11-28 2011-03-01 272
795580 300x250 1183 807419 58 0 38.72 2011-10-05 2011-03-01 218
768031 728x90 1183 807344 143 0 283.43 2011-11-28 2011-03-01 272
795519 728x90 1183 806704 383 1 221.06 2011-11-28 2011-03-09 264
787697 300x250 66 805463 252 1 297.13 2011-11-25 2011-05-18 191
790677 728x90 1183 803599 129 1 495.27 2011-11-08 2011-03-01 252
724607 728x90 1183 803242 838 4 497.38 2011-11-28 2011-03-01 272
736148 728x90 1183 802134 117 0 133.27 2011-11-28 2011-03-01 272
763775 160x600 65 798929 186 11 613.53 2011-11-28 2011-03-09 264
793415 728x90 1183 798842 472 5 1292.62 2011-11-28 2011-04-19 223
751799 160x600 1183 795777 77 0 113.35 2011-08-04 2011-03-01 156
705536 300x250 1 794162 690 6 831.18 2011-11-16 2011-03-09 252
795236 300x250 81 793270 87 2 156.58 2011-09-27 2011-05-15 135
788487 728x90 1 793245 720 7 324.43 2011-11-28 2011-03-01 272
806460 300x250 87 793099 141 3 1043.99 2011-08-12 2011-07-13 30
790585 728x90 1183 792432 144 4 251.98 2011-11-28 2011-03-01 272
789061 728x90 84 792198 44 0 39.49 2011-08-29 2011-03-01 181
807980 728x90 1183 791018 67 3 291.73 2011-10-09 2011-07-13 88
788694 300x250 83 790833 1032 0 94.25 2011-11-28 2011-03-30 243
777136 300x250 1183 788297 205 2 740.46 2011-11-28 2011-03-01 272
798790 728x90 1183 788183 54 0 44.64 2011-11-28 2011-03-05 268
800699 728x90 1183 785952 251 8 586.48 2011-11-28 2011-03-24 249
784053 728x90 1183 785872 113 0 258.89 2011-07-28 2011-03-01 149
778920 300x250 65 784813 32 2 378.31 2011-11-28 2011-03-01 272
787692 300x250 1183 784499 147 0 36.36 2011-10-04 2011-03-01 217
805763 728x90 1183 784191 176 3 993.63 2011-11-28 2011-07-13 138
805768 160x600 1183 782085 507 11 900.55 2011-11-28 2011-07-13 138
777019 728x90 1183 781636 541 2 45.95 2011-09-27 2011-03-01 210
800011 300x250 1183 780638 11 1 416.24 2011-11-28 2011-03-16 257
792829 728x90 1183 776564 17 0 81.55 2011-11-28 2011-03-09 264
792867 300x250 87 775773 863 5 351.80 2011-05-04 2011-03-01 64
754289 728x90 65 774859 172 1 112.24 2011-09-27 2011-03-01 210
788608 300x250 87 774527 268 2 527.88 2011-10-26 2011-03-01 239
779868 300x250 1183 773967 277 2 166.16 2011-11-28 2011-03-01 272
793124 300x250 87 771919 145 12 296.99 2011-11-28 2011-03-03 270
789804 300x250 1183 771727 229 2 391.70 2011-10-14 2011-04-01 196
762216 160x600 1 770343 1484 11 734.77 2011-11-22 2011-03-01 266
773870 300x250 1235 768816 96 3 224.07 2011-06-23 2011-03-01 114
777344 468x60 1183 767259 79 1 284.45 2011-11-28 2011-03-01 272
743168 728x90 81 767233 557 5 712.57 2011-09-10 2011-03-01 193
803971 160x600 1183 764151 49 11 328.42 2011-11-21 2011-07-13 131
776515 160x600 1183 763028 333 8 228.40 2011-11-28 2011-03-01 272
789060 300x250 83 761362 47 0 69.32 2011-08-31 2011-03-10 174
776865 160x600 1183 756975 165 0 194.61 2011-11-28 2011-03-01 272
259799 468x60 1 755206 478 4 762.80 2011-11-28 2011-03-05 268
787691 728x90 1183 754781 155 0 122.87 2011-11-28 2011-03-23 250
740906 728x90 1183 754261 20 1 40.33 2011-11-28 2011-03-01 272
788367 728x90 87 753494 235 4 434.35 2011-11-28 2011-03-10 263
808187 300x250 1183 751105 34 0 314.32 2011-11-28 2011-07-07 144
743206 300x250 242 743633 1806 5 1916.42 2011-10-04 2011-03-09 209
754068 728x90 1183 742527 218 0 404.67 2011-11-28 2011-03-09 264
754270 300x250 68 740738 203 1 99.28 2011-11-28 2011-03-02 271
796892 160x600 1183 738076 407 3 1347.34 2011-11-28 2011-07-13 138
797747 728x90 1183 737846 4 0 119.50 2011-11-28 2011-03-02 271
786253 728x90 1183 736454 60 3 362.70 2011-11-28 2011-03-09 264
792771 300x250 1235 736445 134 2 281.04 2011-07-07 2011-05-12 56
805151 160x600 1183 736081 146 0 28.43 2011-10-25 2011-06-19 128
743198 728x90 84 736052 548 3 407.07 2011-06-23 2011-03-01 114
788778 160x600 1183 732935 732 1 199.24 2011-11-28 2011-03-01 272
721569 300x250 81 727581 2415 7 808.15 2011-11-14 2011-07-13 124
802009 160x600 66 726082 436 5 289.34 2011-10-25 2011-07-13 104
804483 300x250 1183 724737 213 1 827.19 2011-11-28 2011-07-13 138
756792 300x250 66 723291 179 1 219.57 2011-11-28 2011-04-10 232
740024 300x250 83 720981 6381 23 1312.20 2011-09-14 2011-04-01 166
775164 300x250 87 720402 177 0 213.72 2011-07-03 2011-03-01 124
765391 728x90 1183 717316 37 1 138.82 2011-11-28 2011-03-01 272
698732 160x600 1 716075 1050 2 611.09 2011-11-28 2011-03-09 264
789579 160x600 1183 715254 194 4 194.45 2011-09-21 2011-03-01 204
788449 300x250 87 714413 25 0 283.01 2011-11-28 2011-03-01 272
711439 300x250 1 714359 99 3 319.88 2011-11-28 2011-04-04 238
787475 728x90 68 713746 0 0 35.61 2011-09-29 2011-03-24 189
802092 160x600 68 712681 387 4 105.27 2011-10-24 2011-05-14 163
773311 160x600 1183 710981 168 6 415.10 2011-11-28 2011-03-01 272
743812 160x600 82 708423 1015 1 1216.91 2011-06-08 2011-03-01 99
758734 160x600 247 707422 627 1 35.35 2011-04-08 2011-04-05 3
788694 300x250 81 706226 1003 0 222.08 2011-11-28 2011-03-30 243
776598 160x600 1183 702227 275 1 461.50 2011-11-28 2011-03-09 264
798264 728x90 1183 700975 0 0 33.03 2011-07-12 2011-03-11 123
770259 728x90 79 700154 30 1 13.35 2011-09-18 2011-03-01 201
734865 728x90 83 699932 72 2 171.43 2011-11-15 2011-03-01 259
763775 160x600 66 699571 224 6 381.76 2011-11-28 2011-03-09 264
776082 300x250 1235 699459 39 0 228.66 2011-11-28 2011-03-03 270
805489 160x600 1183 698270 205 3 260.85 2011-08-04 2011-06-25 40
764213 300x250 379 696157 20 1 30.59 2011-11-08 2011-03-01 252
763079 728x90 65 695123 2642 3 899.54 2011-11-28 2011-03-09 264
800998 728x90 1183 694421 6 0 34.13 2011-07-12 2011-05-16 57
754291 728x90 67 693314 64 0 72.80 2011-11-28 2011-03-01 272
785546 728x90 79 691299 69 0 146.84 2011-09-25 2011-03-24 185
794916 300x250 83 690835 115 0 108.79 2011-11-24 2011-03-01 268
754268 300x250 65 690066 128 0 137.89 2011-08-16 2011-03-02 167
738204 180x150 1183 689283 165 8 235.25 2011-11-28 2011-03-04 269
806527 120x600 1183 686303 32 0 330.14 2011-11-28 2011-06-09 172
801621 728x90 1183 683612 307 7 757.35 2011-11-10 2011-07-13 120
769739 300x250 1183 683607 94 2 206.88 2011-11-28 2011-03-16 257
801552 728x90 1183 683078 231 0 313.04 2011-11-28 2011-07-13 138
