siteid	size	segmentid	n	k	a	cost	maxdate	mindate	days
799303	300x250	1183	5496	1	0	3.82	2011-12-10	2011-07-13	150
760579	728x90	1	11451	4	0	3.83	2011-09-06	2011-03-01	189
765436	728x90	87	4310	7	0	3.83	2011-12-11	2011-03-11	275
797006	300x250	1183	4482	3	0	3.83	2011-07-26	2011-03-02	146
797746	728x90	1183	15336	3	0	3.83	2011-11-23	2011-03-02	266
785630	300x250	87	8379	2	0	3.84	2011-12-11	2011-03-10	276
791293	300x250	1183	3780	2	0	3.84	2011-12-11	2011-07-13	151
780856	300x250	66	3310	4	0	3.85	2011-12-11	2011-07-13	151
801523	728x90	1183	17117	1	0	3.86	2011-11-29	2011-07-13	139
758734	160x600	265	77389	20	0	3.87	2011-04-08	2011-04-05	3
786023	300x250	1183	7899	1	0	3.87	2011-12-07	2011-03-07	275
792379	160x600	1183	5296	4	0	3.88	2011-07-08	2011-03-15	115
780180	160x600	1183	16978	0	0	3.89	2011-11-22	2011-03-01	266
763831	180x150	85	88701	0	0	3.89	2011-07-12	2011-04-13	90
766956	468x60	1183	31132	1	0	3.91	2011-12-11	2011-03-16	270
715941	160x600	1183	5541	2	0	3.92	2011-05-27	2011-04-02	55
789899	300x250	1235	8291	4	0	3.92	2011-12-11	2011-07-13	151
779730	160x600	1183	10569	9	0	3.93	2011-12-10	2011-03-01	284
783288	728x90	67	9531	0	0	3.93	2011-12-10	2011-06-05	188
807310	300x250	1183	5895	0	0	3.93	2011-12-07	2011-07-13	147
790784	728x90	1183	12918	7	0	3.95	2011-10-04	2011-03-09	209
790004	160x600	1183	12818	1	0	3.95	2011-09-27	2011-03-01	210
773760	300x250	1183	10669	7	0	3.97	2011-12-04	2011-04-02	246
806247	160x600	1183	34043	10	0	3.99	2011-09-27	2011-07-13	76
794743	728x90	87	7700	4	0	4.00	2011-05-23	2011-03-01	83
801963	300x250	1235	6818	8	0	4.01	2011-12-11	2011-07-13	151
755421	300x250	1183	4889	4	0	4.01	2011-12-08	2011-07-13	148
794016	300x250	87	9503	1	0	4.02	2011-12-11	2011-03-03	283
768831	728x90	1183	38976	8	0	4.04	2011-11-10	2011-03-01	254
809097	160x600	1183	82156	41	0	4.07	2011-09-27	2011-07-26	63
805997	728x90	1183	12310	2	0	4.07	2011-11-21	2011-07-14	130
780943	728x90	87	7851	5	0	4.08	2011-09-27	2011-03-10	201
793241	160x600	87	6933	1	0	4.09	2011-05-27	2011-03-10	78
772031	300x250	1183	18165	24	0	4.12	2011-09-27	2011-03-03	208
782253	728x90	87	9290	3	0	4.12	2011-09-27	2011-03-01	210
803977	300x250	87	12151	2	0	4.13	2011-12-11	2011-07-13	151
796327	300x250	87	7021	1	0	4.13	2011-12-11	2011-03-01	285
721127	160x600	78	1559	10	0	4.14	2011-04-22	2011-03-09	44
799553	468x60	78	14465	8	0	4.15	2011-12-11	2011-04-24	231
806860	728x90	87	9896	1	0	4.16	2011-12-11	2011-07-13	151
771946	160x600	1236	5898	6	0	4.17	2011-09-27	2011-03-11	200
793245	160x600	1183	10424	12	1	4.17	2011-07-01	2011-03-01	122
796903	300x250	83	8852	3	0	4.19	2011-08-10	2011-07-14	27
768324	728x90	1183	21958	1	0	4.20	2011-09-27	2011-03-01	210
799119	300x250	1183	8229	13	0	4.21	2011-12-11	2011-07-13	151
784419	180x150	84	93875	3	0	4.22	2011-07-11	2011-04-14	88
772904	300x250	1183	8382	4	0	4.22	2011-12-11	2011-03-09	277
804725	160x600	1183	4373	2	0	4.22	2011-12-11	2011-07-13	151
784514	300x250	1183	9431	1	0	4.23	2011-12-11	2011-03-10	276
808297	160x600	1183	14545	9	0	4.23	2011-11-23	2011-07-14	132
794097	160x600	1183	18700	5	0	4.23	2011-05-04	2011-03-01	64
778698	160x600	87	19277	10	0	4.24	2011-10-09	2011-04-01	191
776810	728x90	69	15429	2	0	4.25	2011-08-04	2011-03-11	146
805749	300x250	1183	21725	3	0	4.26	2011-12-09	2011-07-13	149
721127	300x250	84	3019	5	0	4.26	2011-06-02	2011-03-09	85
791037	160x600	87	8765	2	0	4.26	2011-07-12	2011-03-01	133
769689	728x90	1183	10875	17	0	4.27	2011-12-11	2011-03-09	277
785545	300x250	79	7577	3	0	4.30	2011-09-01	2011-03-24	161
755391	300x250	1183	3983	4	0	4.30	2011-12-11	2011-07-13	151
770305	300x250	87	5196	1	0	4.30	2011-12-11	2011-04-02	253
799644	728x90	1183	3881	0	0	4.30	2011-12-11	2011-07-13	151
780201	300x250	1183	8201	1	0	4.31	2011-04-10	2011-03-01	40
786652	728x90	1183	427132	73	0	4.32	2011-08-02	2011-07-27	6
784192	728x90	87	7696	4	0	4.32	2011-05-24	2011-03-09	76
791646	468x60	1183	248647	17	0	4.34	2011-12-10	2011-03-01	284
763831	180x150	82	439092	49	0	4.34	2011-10-21	2011-04-18	186
720833	300x250	78	2788	5	0	4.35	2011-12-11	2011-07-13	151
770044	300x250	1183	19119	0	2	4.36	2011-08-20	2011-03-01	172
803871	728x90	87	9391	1	0	4.37	2011-12-11	2011-07-13	151
804202	728x90	1183	25023	34	0	4.38	2011-09-26	2011-07-13	75
786365	728x90	1183	8680	2	0	4.38	2011-08-06	2011-03-30	129
808246	160x600	87	6765	0	0	4.40	2011-12-11	2011-07-01	163
772796	728x90	1183	2978	0	0	4.43	2011-12-11	2011-07-13	151
805699	728x90	1183	9041	8	0	4.43	2011-12-11	2011-07-13	151
776528	728x90	1183	13932	2	0	4.43	2011-08-15	2011-03-09	159
714055	728x90	87	446484	57	0	4.44	2011-11-08	2011-08-11	89
801560	160x600	1183	13015	3	0	4.46	2011-12-11	2011-07-13	151
767176	300x250	82	4479	11	0	4.48	2011-04-27	2011-03-11	47
790205	300x250	1183	5717	8	0	4.49	2011-04-01	2011-03-14	18
795443	160x600	87	6792	3	0	4.49	2011-09-29	2011-03-01	212
774910	728x90	1183	7748	5	0	4.50	2011-12-11	2011-03-01	285
743198	300x250	84	1628	10	0	4.50	2011-04-24	2011-03-01	54
785632	728x90	87	23382	5	0	4.50	2011-11-27	2011-04-03	238
789411	300x250	87	5889	0	0	4.51	2011-07-12	2011-03-01	133
802316	728x90	1183	18668	27	1	4.51	2011-12-11	2011-10-11	61
800995	728x90	1183	91619	0	0	4.52	2011-06-23	2011-05-15	39
778700	728x90	87	16874	11	0	4.52	2011-09-14	2011-03-01	197
792442	300x250	79	1233210	4	0	4.53	2011-12-11	2011-03-01	285
793660	728x90	1183	49368	0	0	4.53	2011-12-11	2011-03-09	277
735286	300x250	1	13281	0	0	4.55	2011-12-11	2011-03-01	285
725167	728x90	1	2965	5	0	4.56	2011-12-10	2011-04-21	233
802527	300x250	1183	10789	0	0	4.56	2011-12-11	2011-07-13	151
801910	160x600	87	7592	1	0	4.57	2011-12-08	2011-07-13	148
779869	728x90	1183	11201	3	0	4.57	2011-08-28	2011-03-01	180
796903	300x250	78	7645	5	0	4.57	2011-08-11	2011-07-14	28
729272	160x600	1	26572	5	0	4.59	2011-12-11	2011-03-01	285
801967	468x60	1235	5838	2	0	4.59	2011-09-27	2011-07-13	76
787478	728x90	69	94398	7	0	4.60	2011-05-15	2011-04-07	38
803994	300x250	87	4488	1	0	4.62	2011-12-11	2011-07-13	151
792428	728x90	1183	8004	0	0	4.62	2011-12-11	2011-03-10	276
800748	728x90	1183	7191	1	0	4.63	2011-12-11	2011-04-18	237
795767	728x90	87	11864	1	0	4.64	2011-12-11	2011-03-01	285
793421	300x250	87	5891	3	0	4.66	2011-04-16	2011-03-03	44
790181	728x90	1183	7352	2	0	4.67	2011-08-13	2011-03-09	157
807533	160x600	1183	22626	18	0	4.69	2011-12-11	2011-07-13	151
692160	468x60	1	6122	1	0	4.69	2011-10-21	2011-03-03	232
784659	300x250	1183	17078	5	0	4.70	2011-09-27	2011-04-05	175
790386	160x600	1183	13502	4	0	4.71	2011-09-09	2011-03-09	184
797948	300x250	1183	21009	0	0	4.73	2011-12-11	2011-03-03	283
774349	728x90	87	9206	1	0	4.73	2011-12-11	2011-03-10	276
803005	728x90	1183	7498	3	0	4.73	2011-12-11	2011-07-13	151
762779	300x250	87	8505	1	0	4.75	2011-07-15	2011-04-02	104
794748	300x250	1183	14048	9	0	4.77	2011-12-11	2011-03-01	285
762228	728x90	1	7993	3	0	4.77	2011-04-07	2011-03-03	35
805965	728x90	1183	7155	0	0	4.77	2011-12-11	2011-07-13	151
775517	728x90	81	4661	0	0	4.77	2011-09-25	2011-03-01	208
803372	728x90	1183	5799	2	0	4.78	2011-12-11	2011-07-13	151
799121	160x600	1183	11808	6	0	4.81	2011-12-11	2011-07-13	151
747951	160x600	1183	10985	3	0	4.82	2011-11-30	2011-03-09	266
788371	300x250	87	4034	9	0	4.84	2011-05-05	2011-03-09	57
773474	728x90	87	10910	4	0	4.85	2011-12-11	2011-03-09	277
805775	728x90	1183	9040	0	0	4.85	2011-12-11	2011-07-13	151
775445	728x90	1183	6996	11	0	4.85	2011-05-24	2011-03-01	84
801018	160x600	1183	23825	7	0	4.85	2011-08-29	2011-03-30	152
799881	300x250	1183	5613	5	1	4.86	2011-08-24	2011-07-13	42
778738	160x600	87	9885	7	0	4.86	2011-12-06	2011-03-14	267
737372	728x90	81	7718	5	0	4.87	2011-08-10	2011-03-01	162
743214	160x600	1183	5061	3	0	4.87	2011-05-27	2011-03-10	78
792437	728x90	81	33099	5	0	4.88	2011-12-06	2011-03-01	280
804623	300x250	1183	14317	0	0	4.88	2011-12-09	2011-07-13	149
700866	160x600	1	14030	2	0	4.95	2011-12-09	2011-03-02	282
769583	728x90	1183	37960	9	0	4.97	2011-11-15	2011-03-01	259
717505	300x250	1183	3891	0	0	4.99	2011-12-11	2011-07-13	151
789630	728x90	1183	42628	3	0	5.01	2011-12-11	2011-07-13	151
801367	120x600	1183	8449	3	0	5.03	2011-12-11	2011-07-13	151
796112	728x90	87	14341	2	0	5.04	2011-08-18	2011-03-11	160
771169	160x600	87	4636	1	0	5.05	2011-04-17	2011-03-01	47
767168	300x250	87	8075	0	0	5.05	2011-12-11	2011-03-01	285
762302	300x250	1	10013	2	0	5.05	2011-09-27	2011-03-01	210
765525	728x90	87	3947	5	0	5.06	2011-12-11	2011-03-25	261
734865	728x90	79	19292	1	0	5.06	2011-11-14	2011-03-01	258
743164	180x150	1183	17024	2	0	5.06	2011-12-11	2011-05-16	209
800701	180x150	87	16345	0	0	5.08	2011-07-07	2011-03-19	110
753423	728x90	1	12292	1	0	5.08	2011-07-11	2011-03-09	124
796315	160x600	87	11556	9	0	5.11	2011-12-11	2011-03-23	263
743234	160x600	1183	7390	6	0	5.11	2011-09-27	2011-03-10	201
751387	300x250	1	8177	1	0	5.12	2011-12-11	2011-07-13	151
744916	728x90	1	11132	7	0	5.12	2011-09-27	2011-03-09	202
770507	160x600	87	5593	4	0	5.12	2011-10-19	2011-03-01	232
791350	300x250	85	105447	4	0	5.13	2011-11-08	2011-03-01	252
783652	300x250	87	9220	2	0	5.13	2011-10-06	2011-04-09	180
803978	300x250	1183	27939	3	0	5.14	2011-12-09	2011-07-13	149
794866	160x600	1183	13126	5	0	5.15	2011-10-06	2011-03-01	219
783513	300x250	1236	2845	0	0	5.15	2011-12-11	2011-03-09	277
800555	300x250	1183	14532	19	2	5.16	2011-09-23	2011-07-13	72
768114	728x90	1183	107967	7	0	5.17	2011-12-08	2011-03-01	282
800996	728x90	1183	143923	3	0	5.17	2011-07-26	2011-05-18	69
807017	728x90	1183	6129	0	0	5.17	2011-12-11	2011-07-13	151
807936	728x90	1183	50826	9	0	5.18	2011-12-03	2011-07-13	143
790492	160x600	67	18382	0	0	5.20	2011-07-12	2011-03-03	131
730432	180x150	85	115486	4	0	5.20	2011-10-21	2011-04-13	191
775722	300x250	1183	13717	6	0	5.23	2011-12-11	2011-03-01	285
796230	728x90	1183	1585	0	0	5.23	2011-12-11	2011-07-13	151
743210	300x250	83	1950	5	0	5.23	2011-04-28	2011-03-01	58
783650	300x250	87	9591	3	0	5.23	2011-12-11	2011-04-02	253
780837	300x250	1183	18733	0	0	5.23	2011-07-21	2011-03-01	142
789515	728x90	1183	8073	4	0	5.24	2011-12-11	2011-07-13	151
773734	728x90	82	6535	7	0	5.25	2011-05-05	2011-03-01	65
799300	300x250	1183	5732	0	0	5.25	2011-12-11	2011-07-13	151
806923	160x600	87	10488	3	0	5.28	2011-12-11	2011-07-13	151
792577	728x90	87	17893	56	1	5.28	2011-09-27	2011-03-01	210
800344	160x600	81	527200	20	0	5.28	2011-11-30	2011-07-14	139
723172	160x600	1	11333	10	0	5.28	2011-12-11	2011-11-09	32
807250	728x90	1183	2441	0	0	5.29	2011-12-11	2011-07-13	151
806987	728x90	1183	17654	9	0	5.30	2011-10-10	2011-07-13	89
794019	160x600	1183	51674	35	0	5.31	2011-12-11	2011-03-09	277
769962	728x90	1183	27472	4	0	5.31	2011-11-03	2011-03-01	247
793800	300x250	1183	26705	1	0	5.34	2011-09-08	2011-07-13	57
778873	160x600	1236	8180	10	0	5.34	2011-06-02	2011-03-02	92
767791	300x250	87	4514	1	0	5.35	2011-12-11	2011-03-30	256
785425	728x90	1183	227606	6	0	5.36	2011-07-30	2011-03-01	151
765342	300x250	1183	13856	8	1	5.36	2011-09-27	2011-03-01	210
764886	728x90	1235	9172	3	0	5.36	2011-12-11	2011-06-07	187
784828	300x250	1183	27763	2	0	5.38	2011-12-11	2011-03-01	285
783978	728x90	1236	7722	1	0	5.38	2011-12-11	2011-03-09	277
778401	300x250	87	3762	1	0	5.38	2011-07-15	2011-07-13	2
785924	300x250	84	97482	3	1	5.39	2011-08-23	2011-04-13	132
787354	160x600	1183	4718	3	0	5.39	2011-09-26	2011-03-08	202
790743	300x250	1183	22639	1	0	5.40	2011-12-11	2011-03-01	285
779017	728x90	68	20256	2	0	5.41	2011-12-11	2011-04-04	251
777622	728x90	1236	12281	0	0	5.41	2011-12-11	2011-03-11	275
775726	728x90	1183	49861	3	0	5.41	2011-07-09	2011-03-01	130
794707	160x600	1183	28569	5	0	5.42	2011-12-11	2011-03-01	285
800368	160x600	1183	23230	6	0	5.42	2011-12-11	2011-07-13	151
806261	300x250	1183	9192	3	0	5.42	2011-12-11	2011-07-13	151
754386	728x90	1183	4746	1	0	5.42	2011-06-08	2011-03-09	91
796914	728x90	1183	24205	4	0	5.43	2011-09-26	2011-03-01	209
743206	160x600	85	2246	18	0	5.44	2011-06-05	2011-03-09	88
793004	728x90	1183	32301	4	0	5.46	2011-12-11	2011-03-01	285
771007	300x250	1183	8571	1	0	5.47	2011-12-11	2011-03-05	281
803895	728x90	1183	9494	2	0	5.47	2011-10-10	2011-07-13	89
788035	120x600	1183	93762	2	0	5.49	2011-11-15	2011-03-02	258
782069	728x90	1183	16929	3	0	5.50	2011-11-29	2011-03-01	273
767176	300x250	84	5251	10	0	5.50	2011-05-04	2011-03-05	60
802544	728x90	1183	11636	4	0	5.50	2011-12-10	2011-06-21	172
789149	728x90	375	14584	4	0	5.52	2011-12-11	2011-04-07	248
794964	728x90	87	10005	5	0	5.52	2011-10-25	2011-03-09	230
791294	728x90	1183	5938	4	0	5.53	2011-12-11	2011-07-13	151
781398	728x90	1183	9525	0	0	5.54	2011-12-09	2011-05-17	206
754085	728x90	67	19869	5	0	5.54	2011-12-10	2011-03-11	274
800519	728x90	1183	8745	3	0	5.55	2011-12-11	2011-07-13	151
790471	728x90	1183	51700	8	0	5.55	2011-07-12	2011-03-11	123
801296	728x90	87	13054	4	0	5.55	2011-12-11	2011-07-13	151
778654	300x250	83	23631	3	0	5.56	2011-08-30	2011-03-16	167
802092	160x600	65	13304	2	0	5.56	2011-10-29	2011-07-16	105
796298	160x600	1183	15359	3	0	5.57	2011-12-07	2011-03-17	265
743227	300x250	1183	2208	14	0	5.60	2011-04-19	2011-03-10	40
785049	300x250	1183	20645	8	0	5.63	2011-10-05	2011-03-09	210
774770	300x250	1183	8264	1	0	5.64	2011-10-05	2011-06-03	124
774538	728x90	1183	4211	0	0	5.65	2011-12-11	2011-05-23	202
802243	160x600	1183	59656	53	0	5.65	2011-11-28	2011-07-13	138
740600	468x60	1	105202	3	0	5.67	2011-07-15	2011-03-02	135
786902	300x250	1183	13092	11	0	5.70	2011-12-11	2011-03-02	284
724748	300x250	1	19754	2	0	5.71	2011-08-20	2011-03-02	171
807530	300x250	87	17851	7	0	5.71	2011-12-11	2011-07-13	151
715291	728x90	1	3196	0	0	5.72	2011-12-11	2011-03-07	279
793890	300x250	1183	6998	3	0	5.73	2011-12-10	2011-03-01	284
791479	728x90	87	25278	5	0	5.73	2011-09-27	2011-03-10	201
793003	728x90	87	18381	2	0	5.74	2011-12-11	2011-03-09	277
799954	300x250	1183	10466	6	0	5.75	2011-08-11	2011-07-13	29
711538	728x90	1183	8912	4	0	5.76	2011-12-11	2011-07-13	151
791939	728x90	1183	69679	24	0	5.77	2011-12-11	2011-03-01	285
804627	728x90	1183	19880	14	0	5.78	2011-11-16	2011-07-13	126
794021	728x90	1183	45991	27	0	5.79	2011-12-11	2011-03-01	285
805892	120x600	87	16855	0	0	5.79	2011-08-24	2011-05-28	88
780497	300x250	87	8197	0	0	5.79	2011-12-07	2011-03-01	281
783922	160x600	87	7896	3	0	5.80	2011-12-06	2011-03-02	279
800413	728x90	1183	41657	22	0	5.80	2011-12-01	2011-03-24	252
748222	160x600	1	19968	6	0	5.85	2011-12-11	2011-03-01	285
787608	160x600	1183	13793	8	0	5.85	2011-06-05	2011-03-02	95
800517	300x250	1183	7712	1	0	5.86	2011-12-10	2011-07-13	150
781875	300x250	1183	30376	12	0	5.86	2011-09-01	2011-03-01	184
798013	728x90	87	14481	0	0	5.87	2011-12-11	2011-03-02	284
789251	300x250	1183	11125	0	0	5.87	2011-08-24	2011-05-17	99
761110	728x90	81	13597	18	0	5.89	2011-09-27	2011-03-05	206
773761	300x250	1183	17016	4	0	5.90	2011-11-24	2011-03-01	268
740877	160x600	1183	4032	0	0	5.90	2011-12-11	2011-07-13	151
806480	160x600	1183	43183	10	0	5.91	2011-10-06	2011-07-13	85
779334	728x90	1235	11582	4	0	5.92	2011-12-11	2011-04-09	246
804135	300x250	87	6998	0	0	5.94	2011-12-11	2011-07-13	151
798475	300x250	235	45539	0	0	5.96	2011-12-06	2011-03-13	268
793846	728x90	87	8785	6	0	5.96	2011-07-10	2011-03-09	123
764673	300x250	1183	207311	13	0	5.99	2011-07-26	2011-03-01	147
787917	728x90	1183	17270	2	0	6.00	2011-12-11	2011-03-16	270
782695	160x600	1183	46708	12	0	6.03	2011-07-22	2011-03-03	141
796903	300x250	82	12191	1	0	6.03	2011-09-01	2011-07-14	49
804626	728x90	87	15381	9	0	6.04	2011-12-11	2011-07-13	151
737371	728x90	1183	6863	14	0	6.04	2011-08-11	2011-03-24	140
780609	160x600	1183	17408	2	0	6.04	2011-10-30	2011-03-02	242
804247	728x90	1183	13126	4	0	6.04	2011-08-03	2011-07-13	21
791521	728x90	87	39237	19	0	6.04	2011-09-27	2011-03-01	210
757043	300x250	1236	4492	4	0	6.08	2011-12-11	2011-04-02	253
801955	300x250	1183	6485	5	0	6.08	2011-12-11	2011-07-13	151
782854	160x600	87	9250	3	0	6.08	2011-12-06	2011-04-28	222
804027	728x90	1183	30063	3	0	6.10	2011-12-11	2011-06-22	172
799270	728x90	87	9628	2	0	6.10	2011-10-27	2011-03-03	238
721569	300x250	79	6155	18	0	6.11	2011-12-11	2011-07-13	151
795456	160x600	1183	12958	7	0	6.12	2011-09-06	2011-03-09	181
767175	728x90	79	8814	15	0	6.13	2011-12-11	2011-03-08	278
795454	300x250	1183	116128	24	0	6.16	2011-12-11	2011-03-09	277
761354	160x600	87	25650	5	0	6.16	2011-06-06	2011-03-01	97
790524	300x250	1183	2886	3	0	6.16	2011-03-22	2011-03-09	13
714055	728x90	1236	621101	38	0	6.16	2011-11-11	2011-11-11	0
730459	300x250	1183	11789	2	0	6.17	2011-12-11	2011-03-19	267
759197	728x90	1	15090	8	0	6.20	2011-12-11	2011-03-09	277
787107	300x250	1183	22275	116	1	6.21	2011-11-26	2011-03-06	265
713092	160x600	87	8880	1	0	6.22	2011-08-10	2011-03-01	162
781586	160x600	1183	8258	0	0	6.24	2011-07-17	2011-03-01	138
716912	160x600	1183	11781	0	0	6.24	2011-09-08	2011-03-01	191
792137	728x90	1183	42912	2	0	6.25	2011-12-08	2011-03-01	282
772400	728x90	87	16324	4	0	6.27	2011-08-08	2011-03-01	160
764291	728x90	1	16443	16	1	6.28	2011-12-11	2011-03-04	282
735250	728x90	1	86308	25	0	6.30	2011-07-12	2011-03-01	133
799893	300x250	1183	31050	103	0	6.31	2011-09-09	2011-07-13	58
790391	300x250	375	30327	4	0	6.32	2011-08-03	2011-05-16	79
802026	234x60	1183	17721	0	0	6.33	2011-10-10	2011-04-27	166
776409	728x90	1183	15104	5	0	6.33	2011-06-22	2011-03-09	105
777326	728x90	1183	13813	4	0	6.34	2011-12-07	2011-03-01	281
780869	300x250	1183	28523	4	1	6.35	2011-12-11	2011-03-01	285
697056	728x90	1183	5475	6	0	6.35	2011-03-16	2011-03-09	7
805064	728x90	1183	49508	17	0	6.38	2011-12-11	2011-06-26	168
778503	300x250	1183	5277	7	1	6.38	2011-09-08	2011-03-09	183
794857	728x90	87	14606	0	0	6.38	2011-10-21	2011-03-03	232
783658	728x90	87	19274	4	0	6.39	2011-09-18	2011-03-04	198
796122	300x250	1183	10577	15	0	6.39	2011-12-11	2011-07-13	151
740861	468x60	1	7272	17	0	6.41	2011-11-15	2011-03-01	259
808309	728x90	1183	14995	2	1	6.41	2011-10-10	2011-07-13	89
724745	160x600	1	20305	6	0	6.41	2011-08-24	2011-03-01	176
762504	160x600	1	31306	1	0	6.42	2011-06-30	2011-03-01	121
794890	160x600	87	12679	5	0	6.44	2011-10-26	2011-03-01	239
787343	300x250	1183	47990	0	0	6.45	2011-09-02	2011-03-02	184
785023	728x90	1183	8861	0	0	6.45	2011-12-11	2011-03-09	277
805251	728x90	87	18736	0	0	6.45	2011-09-27	2011-07-13	76
795581	300x250	1183	151540	9	0	6.46	2011-10-05	2011-03-01	218
771222	728x90	1183	14884	0	0	6.48	2011-09-02	2011-03-09	177
804354	728x90	1235	35440	28	1	6.48	2011-09-27	2011-07-13	76
805050	468x60	87	17038	1	0	6.49	2011-12-11	2011-07-13	151
767176	300x250	78	4309	15	0	6.49	2011-04-28	2011-03-04	55
800719	300x250	87	12614	3	0	6.50	2011-12-11	2011-03-29	257
791567	728x90	1183	21143	0	0	6.51	2011-05-18	2011-03-11	68
794183	300x250	1183	5765	1	0	6.51	2011-12-11	2011-07-13	151
803875	300x250	87	12791	6	0	6.52	2011-12-11	2011-07-13	151
794037	728x90	79	213040	15	1	6.53	2011-12-11	2011-03-12	274
743836	120x600	1183	4411	1	0	6.53	2011-12-10	2011-07-13	150
755415	300x250	1183	5641	1	0	6.54	2011-12-11	2011-07-13	151
741055	300x250	1	23495	5	0	6.54	2011-11-29	2011-03-01	273
770357	728x90	1183	49612	10	0	6.54	2011-07-12	2011-04-11	92
805313	728x90	1183	26203	4	0	6.55	2011-12-11	2011-07-13	151
803983	300x250	1183	8449	1	0	6.55	2011-12-06	2011-07-13	146
795130	300x250	87	10147	6	0	6.57	2011-08-22	2011-03-09	166
771177	300x250	1183	12014	0	0	6.57	2011-12-11	2011-03-09	277
693908	728x90	1	14654	20	0	6.58	2011-12-11	2011-03-03	283
807794	300x250	1183	27583	6	0	6.59	2011-10-31	2011-07-13	110
778817	468x60	377	58860	11	0	6.60	2011-12-09	2011-06-22	170
797924	728x90	1183	3580	3	0	6.61	2011-12-10	2011-03-02	283
785925	728x90	85	156423	8	0	6.63	2011-08-03	2011-03-01	155
793104	300x250	1183	10339	4	1	6.63	2011-10-11	2011-04-02	192
734479	728x90	1183	18494	3	0	6.63	2011-12-06	2011-06-22	167
750909	728x90	1	23214	12	1	6.64	2011-12-11	2011-03-09	277
793651	300x250	81	20540	0	0	6.64	2011-12-11	2011-03-01	285
806483	468x60	1183	28354	2	0	6.64	2011-10-06	2011-06-16	112
784219	728x90	87	11890	10	0	6.65	2011-12-11	2011-03-10	276
744686	300x250	1183	19174	5	0	6.67	2011-12-06	2011-03-01	280
802265	728x90	1183	3920	0	0	6.68	2011-12-11	2011-07-13	151
767175	728x90	81	9754	23	0	6.70	2011-12-11	2011-03-06	280
785925	728x90	84	175147	21	0	6.70	2011-08-24	2011-03-02	175
720833	300x250	81	5524	7	0	6.72	2011-12-11	2011-07-13	151
739853	160x600	1	8376	0	0	6.72	2011-12-11	2011-03-07	279
786107	300x250	87	7439	1	0	6.73	2011-10-20	2011-03-01	233
804828	300x250	1183	10613	9	0	6.77	2011-12-11	2011-07-13	151
794861	728x90	87	23130	8	0	6.79	2011-05-05	2011-03-01	65
758927	300x250	87	10816	7	0	6.79	2011-04-19	2011-03-09	41
807963	300x250	1183	11587	2	0	6.80	2011-10-31	2011-07-17	106
790639	728x90	81	5789	0	0	6.81	2011-12-11	2011-07-13	151
776533	728x90	1183	9681	6	0	6.81	2011-08-15	2011-03-01	167
778229	728x90	1183	14582	2	0	6.81	2011-12-05	2011-03-09	271
805701	160x600	1183	7150	0	0	6.81	2011-12-08	2011-07-13	148
790712	728x90	1183	21084	10	0	6.82	2011-12-11	2011-03-01	285
778652	160x600	79	10075	6	0	6.82	2011-09-21	2011-03-03	202
798074	728x90	1183	13748	23	0	6.83	2011-12-11	2011-03-09	277
801920	300x250	1183	27484	10	0	6.87	2011-11-07	2011-07-13	117
697644	728x90	65	13780	3	0	6.89	2011-09-04	2011-05-20	107
780857	728x90	1183	6506	7	0	6.93	2011-05-24	2011-03-01	84
770046	160x600	1183	39640	0	0	6.96	2011-08-24	2011-03-01	176
805700	300x250	1183	7446	4	0	6.96	2011-12-10	2011-07-13	150
805896	468x60	87	18560	82	1	6.97	2011-08-26	2011-07-01	56
784052	300x250	1183	8206	12	0	6.97	2011-07-28	2011-03-01	149
796320	300x250	1183	31354	2	0	6.99	2011-12-11	2011-03-10	276
747316	728x90	1	16986	2	0	7.00	2011-12-11	2011-03-01	285
764875	160x600	1183	17928	11	0	7.01	2011-12-11	2011-03-03	283
791359	728x90	82	71602	15	0	7.01	2011-08-25	2011-03-02	176
807764	728x90	1183	24206	68	0	7.03	2011-10-26	2011-07-13	105
794038	300x250	85	1322995	56	0	7.04	2011-12-11	2011-03-01	285
743210	300x250	84	3053	10	0	7.04	2011-06-05	2011-03-01	96
778696	468x60	87	52314	17	1	7.06	2011-12-08	2011-03-01	282
773903	300x250	1183	13340	127	1	7.06	2011-06-24	2011-03-01	115
786606	180x150	1183	39337	0	0	7.07	2011-09-30	2011-03-22	192
771476	160x600	1183	23847	12	1	7.08	2011-12-08	2011-03-01	282
808298	300x250	1183	15726	3	0	7.08	2011-12-11	2011-07-13	151
792088	728x90	87	21748	4	0	7.09	2011-12-11	2011-03-01	285
792011	160x600	1235	10335	3	0	7.09	2011-11-02	2011-03-01	246
738469	728x90	1	14742	7	0	7.11	2011-12-11	2011-07-13	151
806968	728x90	1183	12454	0	0	7.11	2011-12-11	2011-07-13	151
800859	300x250	1183	16073	3	0	7.11	2011-12-11	2011-07-13	151
802492	160x600	87	13208	3	0	7.12	2011-12-11	2011-07-13	151
795236	300x250	79	327015	16	0	7.13	2011-08-31	2011-03-02	182
778068	300x250	1183	6289	3	0	7.13	2011-12-10	2011-04-02	252
783759	728x90	1183	12436	4	0	7.14	2011-12-11	2011-03-01	285
803982	160x600	1183	8779	1	0	7.16	2011-12-11	2011-07-13	151
771811	728x90	1183	9185	2	0	7.16	2011-12-11	2011-05-20	205
797946	728x90	1183	36066	8	0	7.17	2011-12-11	2011-03-10	276
