siteid	size	segmentid	n	k	a	cost	maxdate	mindate	days
800550	728x90	1183	89339	54	0	33.24	2011-12-11	2011-03-24	262
794549	300x250	1183	69518	1	0	33.27	2011-10-11	2011-03-09	216
787665	728x90	1183	65533	25	0	33.34	2011-12-11	2011-03-11	275
786506	160x600	1183	68726	10	0	33.39	2011-07-22	2011-03-01	143
749717	728x90	1	35920	17	0	33.52	2011-08-24	2011-07-13	42
794709	300x250	1183	171242	4	0	33.52	2011-12-11	2011-03-09	277
785740	728x90	1183	47905	7	0	33.62	2011-10-05	2011-03-01	218
756791	728x90	65	81947	0	0	33.62	2011-12-11	2011-05-04	221
807839	300x250	87	56724	4	0	33.68	2011-12-11	2011-07-13	151
808409	160x600	87	18121	32	0	33.70	2011-08-24	2011-07-13	42
801923	300x250	1183	100993	35	1	33.70	2011-12-11	2011-07-13	151
681057	728x90	1	119514	68	1	33.74	2011-12-01	2011-03-01	275
790494	300x250	67	107392	8	0	33.74	2011-07-14	2011-03-01	135
794750	728x90	1183	119053	33	1	33.83	2011-12-08	2011-03-23	260
762230	300x250	1183	106968	17	0	33.87	2011-12-11	2011-03-01	285
801876	300x250	1183	141686	9	0	33.87	2011-09-27	2011-05-03	147
765390	160x600	1183	84453	27	0	33.90	2011-12-11	2011-03-01	285
780964	728x90	1183	76728	51	0	33.90	2011-10-05	2011-03-09	210
743812	300x250	85	17741	44	0	33.91	2011-06-07	2011-03-02	97
774341	160x600	87	26880	10	0	33.94	2011-12-11	2011-03-02	284
791965	728x90	1183	81886	7	0	33.98	2011-10-12	2011-03-10	216
724106	728x90	1	53756	7	0	34.01	2011-12-11	2011-03-09	277
756973	160x600	1	207451	41	1	34.06	2011-12-08	2011-03-02	281
750217	160x600	1183	63044	3	1	34.07	2011-12-11	2011-03-01	285
800998	728x90	1183	694421	6	0	34.13	2011-07-12	2011-05-16	57
707494	728x90	82	65994	10	0	34.17	2011-12-11	2011-03-09	277
754996	300x250	1	9642	4	0	34.23	2011-07-01	2011-04-02	90
801562	728x90	1183	71547	11	1	34.23	2011-12-11	2011-07-13	151
780336	728x90	1183	69509	7	0	34.32	2011-12-04	2011-03-09	270
806481	300x250	1183	126488	28	1	34.36	2011-09-27	2011-07-13	76
781383	300x250	1183	83686	23	0	34.45	2011-12-10	2011-03-01	284
796970	728x90	1183	24692	27	0	34.54	2011-12-11	2011-07-13	151
784404	728x90	1183	148418	8	0	34.57	2011-12-09	2011-03-01	283
747846	728x90	1	88343	43	0	34.58	2011-11-03	2011-03-01	247
766682	728x90	87	38560	4	0	34.58	2011-12-08	2011-03-18	265
778817	468x60	375	132325	29	0	34.63	2011-12-11	2011-06-22	172
764374	300x250	1183	147160	20	0	34.65	2011-12-11	2011-03-01	285
784952	728x90	1183	46221	42	0	34.69	2011-12-11	2011-03-02	284
768030	300x250	1183	62311	7	0	34.72	2011-12-08	2011-03-10	273
706777	728x90	1183	79560	3	0	34.73	2011-12-10	2011-03-09	276
757249	300x250	81	18183	180	3	34.75	2011-12-11	2011-07-13	151
775440	160x600	1183	66960	83	1	34.88	2011-11-10	2011-03-01	254
768584	728x90	1235	59757	49	0	34.97	2011-10-05	2011-07-18	79
771257	728x90	1235	41004	15	1	35.01	2011-09-22	2011-04-27	148
761285	160x600	1	92230	69	0	35.18	2011-11-06	2011-07-13	116
724908	300x250	1	68160	13	0	35.19	2011-12-11	2011-03-09	277
777915	728x90	1183	82580	5	0	35.21	2011-06-09	2011-03-01	100
781762	728x90	87	34907	14	0	35.21	2011-12-11	2011-03-01	285
793482	300x250	1183	57673	18	0	35.28	2011-12-11	2011-07-13	151
758734	160x600	247	707422	627	1	35.35	2011-04-08	2011-04-05	3
775716	728x90	1183	54377	47	0	35.37	2011-12-11	2011-03-16	270
802370	300x250	1183	73198	36	4	35.38	2011-12-11	2011-07-13	151
778964	180x150	1183	317254	4	0	35.46	2011-09-17	2011-03-22	179
789063	300x250	83	517673	29	0	35.47	2011-08-31	2011-03-03	181
770178	160x600	1183	227400	44	1	35.48	2011-12-07	2011-03-01	281
742163	300x250	81	43107	26	0	35.56	2011-07-24	2011-03-09	137
787475	728x90	68	713746	0	0	35.61	2011-09-29	2011-03-24	189
795673	728x90	1183	65231	5	0	35.76	2011-09-02	2011-03-02	184
798072	160x600	1183	95784	294	1	35.82	2011-12-11	2011-03-30	256
789063	300x250	84	638488	28	0	35.87	2011-08-28	2011-03-01	180
794953	468x60	1183	101459	28	1	35.90	2011-12-11	2011-03-04	282
771166	300x250	1183	209996	69	0	35.99	2011-07-01	2011-03-01	122
765593	728x90	87	41394	14	0	36.00	2011-12-11	2011-03-09	277
799575	728x90	1183	432860	52	0	36.22	2011-07-28	2011-03-09	141
757249	300x250	82	21232	65	0	36.27	2011-12-11	2011-07-13	151
803516	728x90	1183	36372	10	0	36.37	2011-12-11	2011-07-13	151
763096	728x90	84	93787	10	0	36.37	2011-12-11	2011-03-23	263
787692	300x250	1183	788703	149	1	36.41	2011-11-30	2011-03-01	274
802012	300x250	1183	163160	33	2	36.43	2011-12-11	2011-07-03	161
774370	728x90	1183	26506	22	0	36.43	2011-10-31	2011-03-01	244
790391	300x250	376	194431	8	0	36.46	2011-08-03	2011-05-07	88
808311	728x90	1183	69116	3	0	36.48	2011-12-11	2011-07-13	151
789837	300x250	1183	15409	15	0	36.49	2011-12-11	2011-03-01	285
761020	728x90	1	45636	38	0	36.49	2011-12-11	2011-03-10	276
771307	728x90	1183	36482	527	4	36.50	2011-12-11	2011-07-13	151
754579	728x90	1147	52764	25	0	36.59	2011-09-10	2011-03-01	193
773827	160x600	1183	56600	39	0	36.70	2011-05-05	2011-03-01	65
797940	728x90	1183	147353	25	0	36.72	2011-12-11	2011-03-11	275
763116	728x90	1	114842	26	1	36.76	2011-12-11	2011-03-01	285
775632	300x250	1183	28467	82	0	36.77	2011-11-01	2011-03-09	237
794865	160x600	1235	41624	10	0	36.84	2011-10-07	2011-03-01	220
804400	300x250	1183	49465	4	0	37.00	2011-09-05	2011-07-13	54
739847	728x90	1	38898	12	0	37.02	2011-12-11	2011-07-13	151
808456	728x90	87	68310	4	2	37.02	2011-09-27	2011-07-13	76
705338	728x90	1	77367	7	0	37.19	2011-09-05	2011-03-09	180
775435	728x90	1183	109044	38	0	37.20	2011-12-11	2011-03-01	285
101030	468x60	67	247899	18	0	37.22	2011-12-11	2011-03-01	285
754268	300x250	68	434822	133	2	37.23	2011-06-25	2011-03-02	115
763875	180x150	87	140820	0	0	37.38	2011-12-11	2011-03-30	256
797316	728x90	1183	130999	10	2	37.40	2011-08-20	2011-07-13	38
796753	300x250	1183	69950	23	0	37.45	2011-08-27	2011-03-01	179
806992	300x250	1183	49872	16	0	37.46	2011-11-09	2011-07-13	119
790225	728x90	1183	28568	19	2	37.48	2011-12-11	2011-07-13	151
794064	300x250	1183	74051	61	3	37.51	2011-11-14	2011-03-02	257
805770	300x250	1183	52876	11	0	37.51	2011-12-11	2011-07-13	151
755098	728x90	1183	243392	16	0	37.54	2011-12-11	2011-05-16	209
797673	160x600	87	27083	51	0	37.56	2011-09-28	2011-03-01	211
766421	728x90	1183	29129	14	0	37.58	2011-12-11	2011-07-13	151
804025	160x600	1183	24647	10	0	37.68	2011-12-11	2011-07-03	161
785435	728x90	87	113900	163	0	37.74	2011-06-18	2011-03-02	108
775626	300x250	1183	21591	30	0	37.74	2011-12-02	2011-03-11	266
764901	728x90	1183	112959	17	0	37.75	2011-12-11	2011-03-01	285
743832	728x90	78	42810	36	0	37.87	2011-12-11	2011-03-11	275
797928	728x90	1183	104875	18	0	37.98	2011-12-11	2011-03-10	276
793832	160x600	87	70617	26	0	37.99	2011-12-11	2011-03-01	285
789059	160x600	85	815339	126	0	38.11	2011-08-28	2011-03-01	180
758203	728x90	1	40156	7	0	38.26	2011-11-21	2011-04-05	230
807617	160x600	1183	58652	10	0	38.28	2011-09-27	2011-07-13	76
791791	728x90	1235	37059	7	0	38.29	2011-11-02	2011-03-10	237
743812	300x250	82	16821	46	0	38.31	2011-06-06	2011-03-02	96
763110	728x90	1	82295	23	0	38.44	2011-11-05	2011-03-02	248
793239	300x250	1183	58446	2	0	38.57	2011-12-11	2011-07-14	150
734463	300x250	1183	65037	11	0	38.62	2011-12-11	2011-03-09	277
770897	728x90	87	49693	1	0	38.66	2011-12-11	2011-03-01	285
785544	160x600	78	86704	53	1	38.66	2011-09-15	2011-03-25	174
734481	728x90	1183	50398	7	0	38.69	2011-12-11	2011-03-03	283
795580	300x250	1183	807419	58	0	38.72	2011-10-05	2011-03-01	218
770823	728x90	1236	54036	26	0	38.97	2011-09-27	2011-03-01	210
807785	300x250	1183	119550	155	4	39.05	2011-11-20	2011-07-01	142
776571	160x600	1183	82370	45	0	39.17	2011-12-11	2011-03-01	285
774174	160x600	1183	77562	19	0	39.18	2011-12-11	2011-03-01	285
801960	728x90	1183	239232	48	1	39.33	2011-12-11	2011-06-18	176
793109	728x90	1183	55412	23	0	39.34	2011-08-24	2011-03-09	168
766161	728x90	1183	165362	19	0	39.46	2011-12-08	2011-03-01	282
794915	160x600	1183	58350	15	0	39.46	2011-11-29	2011-03-18	256
789061	728x90	84	792198	44	0	39.49	2011-08-29	2011-03-01	181
755724	728x90	1	102279	18	0	39.53	2011-12-02	2011-05-20	196
777714	728x90	87	64029	12	1	39.61	2011-12-11	2011-03-09	277
789376	160x600	1183	46714	23	0	39.66	2011-12-11	2011-03-01	285
772147	300x250	1183	129159	13	0	39.73	2011-09-27	2011-03-01	210
792699	728x90	1183	74467	36	2	39.84	2011-12-11	2011-03-09	277
789047	300x250	1236	65604	18	0	40.01	2011-05-04	2011-03-09	56
743168	728x90	84	31458	48	1	40.05	2011-08-26	2011-03-01	178
778656	728x90	78	159743	21	0	40.12	2011-09-21	2011-03-19	186
683204	120x600	1	288625	16	0	40.18	2011-12-10	2011-03-01	284
778378	300x250	1183	178100	29	0	40.23	2011-09-14	2011-03-01	197
793922	300x250	1183	308784	28	0	40.23	2011-09-05	2011-03-01	188
790154	728x90	1183	40917	26	0	40.24	2011-10-14	2011-03-14	214
779023	728x90	66	218732	18	0	40.24	2011-12-11	2011-03-01	285
740906	728x90	1183	755357	20	1	40.44	2011-12-07	2011-03-01	281
778460	160x600	1183	61161	14	0	40.60	2011-12-11	2011-03-09	277
778654	300x250	82	217124	24	0	40.66	2011-08-30	2011-03-01	182
805765	300x250	87	42312	3	0	40.68	2011-12-11	2011-07-13	151
776901	160x600	1183	53662	14	0	40.70	2011-12-11	2011-03-01	285
785448	300x250	1183	52021	14	1	40.73	2011-12-10	2011-03-10	275
798265	728x90	87	90535	34	0	40.73	2011-09-01	2011-03-01	184
790176	300x250	1183	50547	23	0	40.78	2011-11-13	2011-03-01	257
786398	160x600	1183	89815	102	1	40.79	2011-09-15	2011-03-01	198
200919	120x600	1	88762	146	0	40.96	2011-12-11	2011-03-01	285
782821	160x600	1183	99969	9	0	40.97	2011-12-11	2011-03-01	285
795457	300x250	1183	138053	90	0	41.01	2011-11-22	2011-03-01	266
770173	728x90	1183	179192	51	0	41.02	2011-12-11	2011-03-09	277
771008	160x600	1183	57269	12	0	41.07	2011-12-11	2011-03-09	277
805891	728x90	1183	35131	189	1	41.11	2011-08-21	2011-07-13	39
782317	300x250	1183	67944	14	0	41.17	2011-12-11	2011-03-17	269
802102	728x90	66	105945	5	0	41.18	2011-10-24	2011-07-13	103
785545	300x250	81	132558	14	0	41.23	2011-09-26	2011-03-24	186
805771	160x600	1183	57293	38	2	41.35	2011-12-08	2011-07-13	148
756792	300x250	67	187166	11	0	41.45	2011-12-09	2011-06-11	181
775160	728x90	1183	62348	11	0	41.58	2011-12-11	2011-03-09	277
804935	728x90	1183	104375	15	0	41.66	2011-10-13	2011-06-29	106
794014	728x90	87	105445	38	0	41.67	2011-12-11	2011-03-10	276
780208	300x250	1183	81752	17	0	41.70	2011-09-23	2011-03-01	206
780428	300x250	87	74541	36	0	41.77	2011-12-11	2011-03-01	285
734865	728x90	82	93956	6	0	41.82	2011-11-15	2011-03-01	259
772592	728x90	1183	31579	6	0	41.98	2011-12-11	2011-03-10	276
743164	300x250	1183	39143	40	0	42.08	2011-06-07	2011-03-01	98
791967	300x250	1183	98912	18	1	42.18	2011-09-09	2011-03-01	192
784718	120x600	87	88094	27	4	42.20	2011-09-06	2011-03-10	180
785299	728x90	1236	75249	15	2	42.27	2011-12-11	2011-03-09	277
772246	120x600	87	101823	82	0	42.27	2011-11-29	2011-03-04	270
790992	728x90	1183	101770	52	1	42.30	2011-12-07	2011-04-25	226
785751	300x250	1183	59087	67	0	42.33	2011-09-03	2011-03-01	186
743832	728x90	83	23371	10	0	42.39	2011-12-07	2011-03-13	269
744685	728x90	1	79250	36	1	42.42	2011-12-09	2011-03-09	275
743475	728x90	1183	39009	6	0	42.46	2011-12-11	2011-07-13	151
777337	300x250	1183	122626	26	1	42.46	2011-12-11	2011-03-01	285
794099	728x90	1183	474053	38	0	42.55	2011-07-31	2011-03-01	152
779234	468x60	1183	282558	13	0	42.61	2011-12-11	2011-03-02	284
788613	728x90	1183	270553	79	0	42.68	2011-11-29	2011-03-01	273
743210	300x250	79	22941	20	1	42.69	2011-06-13	2011-04-12	62
804050	728x90	1183	161241	50	1	42.73	2011-12-11	2011-05-23	202
805884	160x600	87	32022	57	1	42.85	2011-08-26	2011-07-13	44
768580	300x250	1183	48251	17	0	42.87	2011-12-11	2011-07-13	151
782693	728x90	1183	114263	41	0	42.90	2011-07-29	2011-03-03	148
793080	728x90	1183	271438	91	0	42.94	2011-05-11	2011-03-01	71
741753	728x90	66	72285	25	0	42.99	2011-10-14	2011-03-01	227
749121	728x90	1	42383	40	0	43.07	2011-06-28	2011-04-06	83
778183	160x600	1183	88221	6	0	43.15	2011-08-07	2011-03-01	159
774226	160x600	87	46275	8	0	43.26	2011-12-09	2011-05-29	194
805999	728x90	1183	115893	23	1	43.39	2011-11-19	2011-07-13	129
794098	300x250	1183	544025	34	0	43.62	2011-08-01	2011-03-01	153
755897	160x600	1183	59393	37	0	43.73	2011-12-06	2011-03-01	280
796319	728x90	1183	243690	21	0	43.73	2011-12-07	2011-03-01	281
805159	728x90	1183	446892	68	0	44.03	2011-09-03	2011-06-22	73
778076	300x250	1183	558802	90	1	44.06	2011-11-28	2011-03-17	256
793236	728x90	1183	140396	47	1	44.29	2011-12-11	2011-03-09	277
784076	160x600	1183	70881	28	0	44.35	2011-12-11	2011-03-01	285
808305	728x90	1183	102747	7	0	44.47	2011-12-08	2011-07-13	148
795858	300x250	1183	61952	45	1	44.51	2011-12-11	2011-03-22	264
795292	728x90	1183	61612	93	0	44.57	2011-12-11	2011-03-09	277
780870	728x90	1183	110476	30	2	44.80	2011-12-10	2011-03-01	284
790032	300x250	1183	171877	1	0	44.81	2011-09-08	2011-03-01	191
798790	728x90	1183	790294	54	0	44.81	2011-12-11	2011-03-05	281
775447	300x250	1183	22669	13	0	44.84	2011-12-10	2011-04-02	252
781816	728x90	1183	81460	39	1	44.85	2011-06-27	2011-03-09	110
746924	300x250	1183	99454	57	0	44.85	2011-05-05	2011-03-01	65
795236	300x250	78	1223522	89	0	44.88	2011-08-31	2011-03-01	183
802491	120x600	1183	237210	41	1	45.22	2011-09-17	2011-04-14	156
764960	160x600	1183	39863	25	0	45.24	2011-12-11	2011-07-14	150
767175	728x90	82	95484	195	6	45.33	2011-12-11	2011-03-06	280
778657	728x90	82	870015	53	0	45.40	2011-09-20	2011-04-15	158
783220	160x600	87	77375	27	0	45.40	2011-12-11	2011-03-01	285
764213	300x250	376	149888	20	0	45.44	2011-12-07	2011-03-01	281
781596	300x250	1183	53286	26	0	45.54	2011-12-11	2011-03-09	277
795387	300x250	1183	32794	6	0	45.57	2011-12-11	2011-04-11	244
783025	728x90	1183	36730	37	0	45.70	2011-12-11	2011-07-13	151
756975	160x600	1183	292323	85	0	45.79	2011-12-11	2011-03-01	285
782564	728x90	87	35790	2	0	45.81	2011-12-11	2011-03-09	277
762229	160x600	1183	182415	234	0	45.84	2011-12-11	2011-07-23	141
793733	728x90	87	37346	67	0	45.87	2011-08-12	2011-03-11	154
777019	728x90	1183	781636	541	2	45.95	2011-09-27	2011-03-01	210
789062	160x600	84	647004	38	0	46.07	2011-08-30	2011-04-01	151
757462	728x90	1183	39847	9	0	46.17	2011-12-11	2011-03-14	272
792935	300x250	1183	75194	40	0	46.17	2011-05-26	2011-03-01	86
743215	300x250	82	13402	69	0	46.18	2011-04-26	2011-03-15	42
790491	180x150	68	552958	1	0	46.37	2011-10-01	2011-03-01	214
787853	728x90	1183	112776	10	0	46.46	2011-12-11	2011-03-01	285
789060	300x250	82	497514	70	0	46.60	2011-09-13	2011-03-09	188
800547	728x90	1183	155893	117	1	46.63	2011-11-11	2011-03-24	232
734464	728x90	1183	78317	10	1	46.64	2011-12-11	2011-03-09	277
805721	728x90	1183	39833	9	1	46.67	2011-12-11	2011-07-13	151
779017	728x90	67	117095	36	0	46.77	2011-12-11	2011-03-15	271
794755	728x90	87	92811	40	2	46.80	2011-05-24	2011-03-10	75
779684	300x250	87	63748	7	0	46.81	2011-12-11	2011-04-02	253
806245	728x90	1183	146620	13	1	46.91	2011-09-23	2011-07-13	72
754567	728x90	1183	368984	4	0	46.97	2011-07-05	2011-03-01	126
780796	300x250	87	49141	13	0	47.03	2011-12-09	2011-03-10	274
803364	160x600	1183	54538	8	0	47.23	2011-12-11	2011-07-13	151
801767	728x90	1183	81138	96	2	47.25	2011-12-11	2011-07-13	151
770978	728x90	1183	129099	11	1	47.33	2011-09-27	2011-03-01	210
790977	300x250	1183	26242	8	0	47.33	2011-08-23	2011-07-13	41
774188	300x250	1183	96989	31	1	47.38	2011-12-11	2011-03-01	285
763117	728x90	1	167309	5	1	47.48	2011-12-11	2011-03-01	285
780509	300x250	87	83476	13	0	47.49	2011-12-08	2011-03-01	282
805773	300x250	1183	115806	19	1	47.75	2011-12-11	2011-07-13	151
770497	160x600	87	48923	12	0	47.94	2011-10-26	2011-04-02	207
767668	160x600	1183	98769	39	0	48.11	2011-06-09	2011-03-01	100
770976	160x600	1183	226640	165	0	48.16	2011-09-08	2011-03-01	191
743215	300x250	79	12978	64	2	48.25	2011-06-30	2011-03-03	119
776494	160x600	1183	33873	11	0	48.27	2011-07-16	2011-03-09	129
801809	300x250	87	72190	47	0	48.30	2011-12-11	2011-07-13	151
789109	160x600	79	77042	54	2	48.30	2011-08-31	2011-03-01	183
797937	160x600	1183	238729	180	0	48.33	2011-12-11	2011-07-13	151
775443	160x600	1183	112056	53	1	48.36	2011-12-10	2011-03-01	284
781988	728x90	1183	46728	12	1	48.37	2011-12-11	2011-07-13	151
763095	300x250	79	18116	25	0	48.65	2011-12-08	2011-07-12	149
793892	728x90	1235	116117	28	1	48.79	2011-07-11	2011-03-09	124
738982	728x90	68	920894	14	1	48.90	2011-07-12	2011-03-01	133
793747	160x600	87	81550	6	0	48.92	2011-12-10	2011-03-05	280
793743	728x90	87	89861	27	0	48.93	2011-12-07	2011-03-01	281
773628	300x250	87	47983	12	0	48.94	2011-08-21	2011-04-02	141
776517	728x90	1183	138611	69	3	49.11	2011-12-11	2011-03-09	277
795470	728x90	1183	208941	24	0	49.13	2011-12-11	2011-03-01	285
797740	300x250	1183	168473	44	1	49.20	2011-12-11	2011-03-09	277
773757	160x600	1183	93656	23	1	49.27	2011-10-07	2011-07-13	86
794022	160x600	87	166656	111	0	49.28	2011-09-27	2011-03-02	209
749496	300x250	1183	109558	21	0	49.32	2011-08-25	2011-03-01	177
792015	728x90	1183	229899	15	0	49.37	2011-12-10	2011-03-01	284
803371	300x250	1183	54203	17	0	49.52	2011-12-11	2011-07-13	151
721569	300x250	85	66930	466	0	49.76	2011-12-11	2011-07-11	153
770177	300x250	1183	238031	9	0	49.84	2011-12-07	2011-03-01	281
788005	160x600	1183	49532	8	0	49.92	2011-09-12	2011-03-01	195
789539	728x90	1235	84632	63	0	50.05	2011-08-09	2011-07-14	26
773770	728x90	1183	237821	20	0	50.10	2011-12-09	2011-03-09	275
778652	160x600	78	143937	91	1	50.30	2011-09-18	2011-03-03	199
781411	728x90	1183	65199	29	1	50.30	2011-12-11	2011-03-10	276
743168	728x90	83	36600	56	0	50.45	2011-09-27	2011-03-01	210
755101	160x600	1	181252	26	0	50.46	2011-12-10	2011-03-01	284
796055	728x90	1183	113709	8	1	50.50	2011-09-27	2011-03-01	210
799262	728x90	87	72425	14	1	50.52	2011-11-16	2011-03-02	259
795235	160x600	78	821704	234	0	50.53	2011-09-01	2011-03-03	182
768874	728x90	1183	1027745	1	0	50.61	2011-11-04	2011-03-01	248
804250	728x90	1183	92162	37	1	50.87	2011-10-06	2011-07-13	85
796303	160x600	1183	70918	1	0	50.94	2011-12-10	2011-03-01	284
760964	160x600	87	38499	9	0	51.09	2011-12-11	2011-03-18	268
804398	300x250	1183	314253	78	0	51.10	2011-09-05	2011-05-10	118
774549	300x250	1183	359114	289	0	51.15	2011-12-11	2011-04-28	227
743198	728x90	79	29765	45	2	51.19	2011-09-30	2011-03-01	213
782447	160x600	1183	87304	86	1	51.22	2011-12-11	2011-03-29	257
790711	728x90	87	70891	23	0	51.23	2011-12-11	2011-03-09	277
798010	300x250	1183	553229	83	6	51.25	2011-12-11	2011-03-30	256
743812	160x600	83	22298	57	0	51.26	2011-04-22	2011-03-01	52
776512	728x90	1183	151420	5	0	51.32	2011-07-31	2011-03-01	152
755098	728x90	1	1133415	20	0	51.32	2011-05-11	2011-03-01	71
781078	300x250	87	72222	8	0	51.38	2011-12-11	2011-04-02	253
790399	728x90	1183	164105	5	0	51.63	2011-08-15	2011-03-09	159
771331	120x600	1235	116272	12	1	51.67	2011-12-11	2011-05-07	218
784947	160x600	1183	61410	4	0	51.70	2011-11-12	2011-03-09	248
740555	728x90	1183	91164	62	0	51.73	2011-09-05	2011-03-09	180
778824	728x90	1183	136559	23	0	51.77	2011-12-11	2011-03-09	277
780523	300x250	1183	179614	100	2	52.02	2011-12-11	2011-07-02	162
807787	728x90	1183	590798	63	4	52.09	2011-09-27	2011-06-25	94
787499	300x250	1183	119694	32	0	52.13	2011-09-04	2011-04-01	156
786514	300x250	87	46874	18	0	52.25	2011-10-20	2011-03-01	233
743168	728x90	78	23677	95	0	52.29	2011-09-26	2011-03-01	209
806881	728x90	87	74175	120	0	52.37	2011-11-29	2011-07-17	135
778144	300x250	1183	216944	32	0	52.38	2011-09-22	2011-03-02	204
763778	160x600	1	383776	52	0	52.40	2011-12-09	2011-03-01	283
790263	728x90	1183	124233	18	0	52.45	2011-06-08	2011-03-03	97
787475	728x90	69	1085829	2	0	52.51	2011-10-07	2011-03-08	213
793564	160x600	1183	65348	21	0	52.53	2011-11-03	2011-03-09	239
761401	728x90	1183	172092	28	0	52.56	2011-09-27	2011-03-01	210
719973	160x600	87	64126	51	0	52.66	2011-12-11	2011-03-01	285
805030	300x250	1183	78859	4	0	52.70	2011-12-11	2011-07-13	151
784416	468x60	1183	65921	6	0	52.88	2011-12-11	2011-03-04	282
807620	160x600	1183	126768	3	0	53.12	2011-10-30	2011-07-13	109
791396	728x90	1183	61353	40	1	53.17	2011-12-11	2011-03-09	277
804975	160x600	1183	105612	131	1	53.22	2011-12-11	2011-07-13	151
787474	728x90	68	1076966	15	0	53.25	2011-09-28	2011-03-31	181
793651	300x250	82	102761	6	3	53.31	2011-08-19	2011-03-01	171
796984	728x90	1183	38786	4	0	53.35	2011-12-11	2011-07-13	151
754291	728x90	68	1059087	167	0	53.45	2011-11-29	2011-03-01	273
780521	728x90	1183	166836	80	0	53.53	2011-12-11	2011-03-05	281
744118	728x90	87	110978	63	0	53.57	2011-09-15	2011-03-09	190
778652	160x600	82	321267	97	0	53.59	2011-09-27	2011-03-01	210
753271	160x600	1183	115455	11	0	53.63	2011-12-11	2011-03-01	285
779232	120x600	1183	507863	72	0	53.68	2011-12-09	2011-03-01	283
794741	728x90	87	88820	16	0	53.75	2011-09-23	2011-03-01	206
743206	160x600	82	17494	132	0	53.77	2011-09-27	2011-03-01	210
800551	160x600	1183	188186	139	0	54.11	2011-12-11	2011-03-24	262
784871	300x250	1183	119566	14	0	54.11	2011-09-25	2011-03-01	208
792895	160x600	87	53422	5	0	54.17	2011-12-11	2011-03-01	285
796628	300x250	87	86666	13	2	54.25	2011-10-17	2011-03-01	230
780511	728x90	87	87177	7	0	54.34	2011-12-08	2011-03-09	274
697644	728x90	66	120602	37	0	54.34	2011-07-18	2011-03-12	128
791471	300x250	87	353204	16	0	54.50	2011-07-07	2011-03-01	128
707494	728x90	81	71732	24	0	54.65	2011-12-11	2011-03-09	277
791443	160x600	1183	157876	72	0	54.65	2011-07-15	2011-03-01	136
795270	728x90	87	223356	37	0	54.68	2011-04-12	2011-03-01	42
798471	300x250	1183	87367	15	0	54.73	2011-12-11	2011-03-15	271
778635	300x250	87	71500	26	0	54.78	2011-10-05	2011-03-01	218
743206	160x600	79	8396	90	1	54.84	2011-09-25	2011-03-09	200
791966	160x600	1183	171909	35	0	54.88	2011-09-09	2011-03-09	184
792439	300x250	81	298414	8	0	55.29	2011-12-06	2011-03-01	280
793889	728x90	1183	114949	36	0	55.41	2011-12-11	2011-03-09	277
757464	300x250	1183	76995	16	0	55.51	2011-12-11	2011-03-01	285
788695	728x90	1183	113779	268	0	55.54	2011-03-30	2011-03-01	29
754289	728x90	67	960464	271	4	55.59	2011-09-23	2011-03-01	206
793238	160x600	1183	161403	41	0	55.60	2011-12-11	2011-03-01	285
805772	728x90	1183	68395	3	0	55.64	2011-12-11	2011-07-13	151
711410	300x250	1183	99778	17	0	55.71	2011-08-05	2011-03-01	157
778652	160x600	83	219273	63	1	55.86	2011-09-01	2011-03-01	184
759584	160x600	1183	482946	23	0	56.00	2011-12-09	2011-03-01	283
789709	728x90	1183	115783	17	3	56.36	2011-12-09	2011-03-09	275
747653	300x250	66	71759	34	0	56.37	2011-12-11	2011-03-01	285
777449	728x90	1183	271391	62	0	56.38	2011-10-13	2011-03-01	226
777018	300x250	1183	462376	351	1	56.45	2011-12-11	2011-04-28	227
788760	728x90	87	93398	58	1	56.78	2011-12-11	2011-05-06	219
807792	160x600	1183	54619	40	0	56.82	2011-07-22	2011-07-17	5
790575	728x90	1183	216186	42	0	56.91	2011-12-01	2011-07-13	141
788638	728x90	1183	224577	60	0	57.02	2011-12-08	2011-03-01	282
806262	160x600	1183	101686	50	0	57.05	2011-12-11	2011-07-13	151
802400	160x600	87	84909	33	0	57.09	2011-12-11	2011-07-13	151
787694	728x90	67	351165	73	1	57.23	2011-12-11	2011-05-19	206
785830	160x600	87	131982	25	0	57.32	2011-12-11	2011-03-01	285
755657	300x250	1	19258	35	0	57.54	2011-12-11	2011-04-21	234
741753	728x90	65	96125	32	0	57.56	2011-11-03	2011-03-23	225
756793	160x600	65	138744	44	1	57.61	2011-12-11	2011-03-09	277
790670	300x250	1183	346912	283	1	57.62	2011-10-25	2011-03-01	238
743186	728x90	1183	61304	58	0	57.73	2011-06-22	2011-03-12	102
772039	300x250	1183	90673	30	1	57.79	2011-11-28	2011-03-01	272
799279	300x250	1183	816997	224	0	58.05	2011-11-05	2011-03-06	244
801811	728x90	87	108658	28	1	58.12	2011-11-23	2011-07-13	133
785439	300x250	1183	58709	29	0	58.12	2011-12-11	2011-03-29	257
792749	300x250	1183	455624	133	0	58.25	2011-12-11	2011-03-09	277
784493	728x90	1183	92454	27	1	58.52	2011-11-10	2011-07-06	127
777366	468x60	1183	115678	7	1	58.60	2011-12-11	2011-03-01	285
715842	160x600	1	104445	48	1	58.87	2011-10-05	2011-03-01	218
805379	728x90	1183	120668	27	0	59.05	2011-12-11	2011-06-19	175
796072	160x600	1183	50985	19	1	59.16	2011-12-11	2011-03-09	277
