siteid	size	segmentid	n	k	a	cost	max(date)	min(date)	days
694300	728x90	81	181	0	0	0.04	2012-01-02	2011-07-13	173
796475	300x250	87	182	2	0	0.03	2011-07-25	2011-03-01	146
800353	160x600	1183	183	1	0	0.03	2011-12-09	2011-03-29	255
797257	160x600	1183	183	0	0	0.06	2011-07-03	2011-03-11	114
785455	300x250	78	184	0	0	0.26	2012-01-03	2011-07-14	173
791305	728x90	87	184	0	0	0.04	2012-01-19	2011-07-16	187
743231	728x90	1183	185	0	0	0.03	2011-09-02	2011-03-01	185
806314	728x90	1183	186	0	0	0.01	2011-09-03	2011-07-13	52
784164	160x600	79	186	0	0	0.06	2011-03-24	2011-03-17	7
788845	300x250	87	186	1	0	0.03	2011-09-27	2011-03-01	210
681952	300x250	1183	187	2	0	0.07	2011-07-18	2011-03-04	136
771410	300x250	1183	187	0	0	0.05	2011-03-15	2011-03-09	6
708397	160x600	1	187	0	0	0.07	2012-02-04	2011-03-09	332
756035	300x250	1	188	0	0	0.07	2011-04-01	2011-03-02	30
796904	728x90	82	188	0	0	0.06	2011-08-12	2011-07-14	29
767634	728x90	1183	189	0	0	0.04	2011-03-27	2011-03-02	25
798176	728x90	87	189	1	0	0.02	2011-03-27	2011-03-03	24
777496	728x90	1183	189	0	0	0.03	2012-02-04	2011-03-24	317
782238	300x250	1183	190	0	0	0.08	2011-04-01	2011-03-01	31
795918	728x90	1183	191	0	0	0.16	2011-04-19	2011-03-01	49
804246	300x250	1183	194	0	0	0.06	2011-07-31	2011-07-13	18
786257	160x600	1236	195	0	0	0.04	2011-11-29	2011-03-30	244
781767	300x250	1183	195	0	0	0.06	2011-06-21	2011-03-01	112
779871	728x90	1183	195	1	0	0.09	2011-03-25	2011-03-03	22
764241	160x600	1	196	0	0	0.03	2011-05-17	2011-03-27	51
803577	300x250	87	196	0	0	0.52	2011-12-13	2011-07-13	153
791591	160x600	1235	196	1	0	0.04	2011-03-16	2011-03-01	15
770663	300x250	1183	197	0	0	0.06	2011-07-13	2011-07-13	0
796990	160x600	1183	197	0	0	0.08	2011-03-14	2011-03-01	13
793651	300x250	79	199	0	0	0.03	2011-06-04	2011-03-03	93
790152	300x250	1183	199	0	0	0.20	2011-10-13	2011-07-14	91
792840	728x90	1235	201	1	0	0.15	2011-04-11	2011-03-01	41
799567	728x90	1183	202	0	0	0.08	2011-03-29	2011-03-06	23
783510	300x250	1183	203	0	0	0.01	2011-05-27	2011-05-25	2
799880	160x600	1183	204	1	0	0.05	2011-09-08	2011-07-13	57
776408	160x600	87	205	0	0	0.03	2011-07-20	2011-07-15	5
803575	728x90	87	206	0	0	0.16	2011-12-13	2011-07-13	153
755400	160x600	1183	209	0	0	0.02	2012-02-05	2011-07-14	206
718614	160x600	1183	211	0	0	0.08	2011-05-02	2011-03-09	54
789331	300x250	87	211	0	0	0.05	2011-03-31	2011-03-02	29
800305	300x250	1183	211	0	0	0.17	2011-08-23	2011-07-13	41
794751	300x250	87	212	0	0	0.06	2011-07-18	2011-03-02	138
778466	160x600	1183	212	0	0	0.11	2012-02-04	2011-07-13	206
743183	160x600	1183	212	2	0	0.52	2011-04-01	2011-03-04	28
784484	160x600	1183	212	0	0	0.13	2011-04-29	2011-03-01	59
797978	728x90	1183	214	0	0	0.12	2011-03-15	2011-03-01	14
784164	160x600	78	214	0	0	0.08	2011-03-24	2011-03-17	7
795698	300x250	1183	215	0	0	0.10	2011-10-21	2011-03-01	234
757074	300x250	87	215	0	0	0.28	2011-03-24	2011-03-10	14
791590	300x250	1235	216	0	0	0.02	2011-03-15	2011-03-01	14
781598	728x90	87	216	0	0	0.07	2011-04-04	2011-03-01	34
782237	300x250	87	217	0	0	0.14	2011-07-24	2011-03-15	131
804245	160x600	1183	217	0	0	0.08	2011-07-20	2011-07-13	7
797834	160x600	1183	218	0	0	0.06	2011-03-09	2011-03-03	6
785177	728x90	1235	218	0	0	0.18	2011-03-11	2011-03-01	10
796284	160x600	87	218	0	0	0.13	2011-03-26	2011-03-02	24
797976	300x250	1183	219	0	0	0.08	2011-03-27	2011-03-01	26
773477	160x600	1183	221	0	0	0.02	2011-04-30	2011-03-01	60
721127	160x600	81	221	0	0	0.50	2011-04-16	2011-03-09	38
785457	728x90	1183	222	1	0	0.23	2011-12-13	2011-12-12	1
801053	160x600	87	222	1	0	0.01	2011-09-06	2011-03-25	165
788605	728x90	1183	223	0	0	0.02	2012-01-02	2011-03-01	307
798766	160x600	1183	223	0	0	0.05	2012-02-04	2011-03-03	338
776813	300x250	1183	224	0	0	0.15	2011-10-10	2011-07-14	88
770701	300x250	1183	224	0	0	0.17	2011-04-25	2011-03-09	47
806310	728x90	1183	225	0	0	0.01	2011-09-03	2011-07-13	52
797850	160x600	1183	225	0	0	0.05	2011-07-11	2011-03-09	124
757049	728x90	87	225	1	0	0.01	2011-04-01	2011-03-01	31
799133	160x600	87	225	1	0	0.10	2011-03-15	2011-03-02	13
792634	300x250	87	225	0	0	0.26	2011-03-14	2011-03-12	2
798533	728x90	1183	228	0	0	0.08	2011-03-25	2011-03-21	4
765405	300x250	1183	228	0	0	0.03	2011-05-04	2011-04-11	23
797159	728x90	1183	228	0	0	0.35	2011-03-13	2011-03-11	2
772824	728x90	1183	230	0	0	0.06	2011-10-11	2011-03-14	211
791604	300x250	87	231	5	0	0.32	2011-07-25	2011-03-01	146
796375	300x250	1183	232	0	0	0.02	2011-04-01	2011-03-27	5
787790	728x90	87	232	0	0	0.12	2012-01-18	2011-03-08	316
784180	120x600	1183	232	0	0	0.03	2011-03-24	2011-03-17	7
790169	300x250	87	233	0	0	0.08	2012-01-27	2011-07-13	198
783703	160x600	1183	233	0	0	0.25	2011-04-08	2011-03-09	30
805968	300x250	1183	233	0	0	0.05	2011-09-21	2011-07-13	70
799012	160x600	87	234	0	0	0.17	2011-04-01	2011-03-08	24
772059	160x600	1183	236	0	0	0.05	2011-04-16	2011-03-01	46
791419	160x600	1183	236	0	0	0.04	2011-05-28	2011-03-11	78
794739	300x250	87	237	0	0	0.19	2011-03-27	2011-03-10	17
800145	728x90	87	238	0	0	0.06	2011-07-21	2011-03-20	123
753280	300x250	66	238	0	0	0.02	2011-11-29	2011-03-11	263
784087	160x600	1183	238	1	0	0.02	2011-03-16	2011-03-01	15
737081	728x90	1183	238	1	0	0.07	2011-09-17	2011-03-09	192
773629	300x250	1183	238	0	0	0.01	2011-04-05	2011-03-12	24
785450	300x250	1183	240	0	0	0.24	2011-07-30	2011-07-13	17
758691	120x600	1	241	1	0	0.01	2011-10-21	2011-03-01	234
789200	160x600	1183	241	1	0	0.11	2011-04-23	2011-03-01	53
789161	728x90	1183	241	0	0	0.05	2011-03-08	2011-03-01	7
805360	300x250	87	242	0	0	0.10	2012-02-04	2011-07-13	206
796407	728x90	1183	243	0	0	0.11	2011-04-16	2011-03-01	46
796100	160x600	87	243	0	0	0.03	2011-06-13	2011-03-02	103
790537	728x90	1183	244	1	0	0.09	2011-03-31	2011-03-02	29
738238	300x250	1	244	1	0	0.05	2011-04-05	2011-03-10	26
792348	728x90	87	244	0	0	0.07	2011-05-24	2011-03-09	76
786078	728x90	1183	245	0	0	0.10	2011-04-14	2011-03-03	42
804425	728x90	1183	245	1	0	0.01	2011-12-06	2011-07-13	146
781614	728x90	87	245	0	0	0.04	2011-11-24	2011-03-09	260
789802	160x600	1183	245	0	0	0.05	2011-05-22	2011-03-03	80
798531	300x250	1183	246	0	0	0.10	2011-03-25	2011-03-21	4
800722	728x90	1183	247	1	0	0.14	2011-04-09	2011-03-25	15
789413	300x250	87	248	0	0	0.07	2011-03-17	2011-03-01	16
753543	160x600	79	249	0	0	0.20	2011-12-30	2011-07-13	170
804874	160x600	87	249	0	0	0.13	2011-07-21	2011-07-14	7
793652	728x90	83	249	0	0	0.03	2011-06-19	2011-03-01	110
774466	160x600	1183	250	0	0	0.01	2011-06-22	2011-04-02	81
791612	160x600	87	251	0	0	0.17	2011-03-26	2011-03-09	17
798532	728x90	1236	251	0	0	0.05	2011-03-20	2011-03-13	7
781080	728x90	87	253	0	0	0.10	2011-10-13	2011-03-10	217
774522	728x90	1183	253	0	0	0.14	2011-05-11	2011-03-29	43
789163	300x250	1183	254	0	0	0.07	2011-03-08	2011-03-03	5
795601	728x90	1183	254	0	0	0.03	2011-07-01	2011-03-12	111
779909	728x90	1183	255	2	0	0.01	2011-10-20	2011-03-16	218
794527	300x250	1183	256	0	0	0.02	2011-11-02	2011-03-02	245
806417	300x250	87	257	0	0	0.27	2012-02-05	2011-07-14	206
784854	728x90	1183	257	1	0	0.01	2011-07-08	2011-03-03	127
739856	728x90	1183	257	0	0	0.15	2011-05-04	2011-03-07	58
787208	160x600	1183	257	0	0	0.05	2011-04-24	2011-03-02	53
794966	160x600	87	257	0	0	0.01	2011-10-20	2011-03-01	233
773462	160x600	87	257	0	0	0.04	2011-05-04	2011-03-01	64
805269	728x90	87	258	0	0	0.12	2011-07-14	2011-07-13	1
753542	728x90	82	259	1	0	0.11	2011-12-08	2011-07-15	146
792637	300x250	1183	259	2	0	0.08	2011-08-10	2011-03-01	162
798475	300x250	1183	260	0	0	0.09	2011-03-08	2011-03-01	7
794859	160x600	87	260	0	0	0.01	2011-10-21	2011-03-01	234
778362	160x600	1183	261	0	0	0.10	2011-12-08	2011-03-01	282
806320	728x90	1183	261	0	0	0.01	2011-09-10	2011-07-13	59
781060	160x600	87	262	0	0	0.16	2011-05-05	2011-03-09	57
799389	160x600	1183	263	0	0	0.01	2012-01-22	2011-03-21	307
785544	160x600	84	263	0	0	0.02	2011-08-30	2011-03-23	160
750214	728x90	1183	263	5	0	0.23	2011-03-07	2011-03-03	4
788031	160x600	87	263	0	0	0.06	2011-05-04	2011-03-01	64
789066	728x90	1183	264	0	0	0.13	2011-10-08	2011-07-13	87
759195	300x250	1	264	1	0	0.02	2011-07-20	2011-03-05	137
790100	728x90	1183	264	1	0	0.04	2011-04-06	2011-03-03	34
773514	300x250	1236	264	1	0	0.26	2011-04-06	2011-03-18	19
761300	728x90	1	264	1	0	0.08	2011-05-03	2011-03-02	62
781277	300x250	1183	265	0	0	0.01	2011-09-19	2011-03-02	201
761440	728x90	1235	265	0	0	0.65	2011-12-01	2011-07-14	140
797679	728x90	87	267	0	0	0.25	2011-10-20	2011-03-10	224
797349	160x600	87	267	1	0	0.04	2011-09-23	2011-03-01	206
767887	300x250	1183	267	0	0	0.21	2011-04-05	2011-03-09	27
742745	300x250	1183	267	0	0	0.02	2011-07-24	2011-03-04	142
788260	728x90	1183	268	0	0	0.02	2011-10-11	2011-03-04	221
747817	728x90	1	269	0	0	0.12	2011-05-04	2011-03-03	62
791898	728x90	1183	270	0	0	0.25	2011-08-16	2011-07-13	34
744562	728x90	82	270	0	0	0.03	2011-03-29	2011-03-02	27
790998	160x600	1183	270	0	0	0.11	2011-05-02	2011-03-10	53
778652	160x600	84	271	0	0	0.03	2011-08-24	2011-03-06	171
791605	300x250	1183	271	0	0	0.16	2011-05-15	2011-03-20	56
782578	728x90	87	272	0	0	0.07	2011-04-05	2011-03-09	27
743236	728x90	83	273	0	0	0.24	2011-03-26	2011-03-09	17
800084	728x90	1183	274	3	0	0.10	2011-04-03	2011-03-30	4
789191	120x600	1183	274	0	0	0.01	2011-10-21	2011-03-02	233
781795	728x90	1183	274	0	0	0.07	2012-02-05	2011-03-02	340
752147	728x90	1	275	0	0	0.16	2011-04-12	2011-03-01	42
765396	300x250	87	275	0	0	0.02	2011-04-01	2011-03-01	31
804103	728x90	1183	276	0	0	0.14	2011-08-24	2011-07-13	42
791182	160x600	87	277	0	0	0.27	2011-04-01	2011-03-01	31
791902	728x90	1183	277	0	0	0.16	2011-08-16	2011-07-13	34
798261	160x600	1183	279	0	0	0.15	2011-03-16	2011-03-09	7
805924	300x250	87	279	1	0	0.18	2011-07-14	2011-07-13	1
797119	728x90	87	282	0	0	0.07	2011-03-19	2011-03-01	18
753568	728x90	82	282	0	0	0.09	2011-03-14	2011-03-07	7
800165	728x90	1183	283	0	0	0.03	2011-08-03	2011-03-12	144
795726	160x600	1183	283	5	0	0.66	2011-03-28	2011-03-09	19
770551	728x90	1183	284	0	0	0.01	2011-09-25	2011-03-10	199
803798	728x90	1183	285	0	0	0.03	2012-01-13	2011-07-14	183
804610	160x600	1183	285	0	0	0.14	2011-07-14	2011-07-13	1
772556	728x90	1183	285	0	0	0.18	2011-09-30	2011-03-01	213
791398	300x250	1183	285	0	0	0.12	2012-01-19	2011-06-18	215
799032	300x250	1183	286	0	0	0.14	2011-11-02	2011-03-03	244
805034	300x250	1183	286	0	0	0.07	2011-08-31	2011-07-13	49
776473	300x250	1183	287	2	0	0.28	2011-03-16	2011-03-11	5
743236	728x90	78	287	1	0	0.62	2011-03-14	2011-03-09	5
702794	300x250	1	288	0	0	0.06	2012-01-11	2011-03-10	307
784539	728x90	87	289	0	0	0.15	2011-04-16	2011-03-01	46
800289	728x90	1183	289	0	0	0.07	2011-04-30	2011-03-16	45
790260	300x250	82	290	0	0	0.22	2011-03-10	2011-03-09	1
781612	728x90	1183	291	0	0	0.22	2011-06-01	2011-03-09	84
798473	160x600	1183	291	0	0	0.29	2011-03-11	2011-03-01	10
795853	160x600	1183	292	0	0	0.05	2011-11-10	2011-03-01	254
792423	160x600	1183	292	0	0	0.07	2011-04-05	2011-03-01	35
753360	300x250	87	293	0	0	0.19	2011-12-28	2011-07-13	168
777173	728x90	1183	294	0	0	0.11	2011-08-25	2011-07-14	42
785020	728x90	1183	295	0	0	0.11	2011-05-23	2011-03-09	75
799927	160x600	1183	295	1	0	0.13	2011-07-21	2011-03-16	127
796107	728x90	1183	296	0	0	0.18	2011-04-15	2011-03-01	45
791185	728x90	1183	298	1	0	0.14	2011-03-08	2011-03-01	7
797980	160x600	1183	298	0	0	0.15	2011-04-09	2011-03-01	39
763112	300x250	1183	298	1	0	0.28	2012-02-04	2011-07-14	205
793239	300x250	87	298	0	0	0.06	2011-03-14	2011-03-01	13
735285	728x90	1	299	0	0	0.01	2011-09-12	2011-03-29	167
770488	300x250	1236	300	3	0	0.32	2011-10-25	2011-03-11	228
787206	300x250	1183	301	0	0	0.08	2011-08-24	2011-03-31	146
797260	160x600	1183	301	0	0	0.21	2011-07-03	2011-03-09	116
784164	160x600	84	301	0	0	0.04	2011-03-31	2011-03-17	14
694844	300x250	1	302	0	0	0.01	2011-04-05	2011-04-02	3
763095	300x250	85	303	0	0	0.09	2012-01-03	2011-07-12	175
805479	300x250	1183	304	0	0	0.01	2011-08-09	2011-07-13	27
772784	728x90	1183	304	0	0	0.13	2011-05-11	2011-03-01	71
777883	300x250	1183	306	2	0	0.42	2011-09-08	2011-03-20	172
797804	160x600	87	308	1	0	0.09	2011-08-01	2011-03-09	145
771783	728x90	1183	308	0	0	0.18	2011-05-04	2011-03-01	64
808808	300x250	1183	308	0	0	0.08	2012-02-04	2011-07-14	205
781010	728x90	1183	308	0	0	0.07	2011-06-29	2011-03-25	96
784685	300x250	1183	309	0	0	0.10	2011-05-05	2011-03-10	56
783559	728x90	87	310	0	0	0.01	2011-05-17	2011-03-25	53
803995	300x250	1183	310	0	0	0.08	2012-02-03	2011-07-13	205
762664	728x90	87	311	0	0	0.33	2011-03-15	2011-03-03	12
797701	160x600	1183	311	1	0	0.12	2011-08-22	2011-03-06	169
800279	300x250	1183	311	0	0	0.13	2011-03-26	2011-03-16	10
743236	300x250	83	312	0	0	0.55	2011-03-13	2011-03-11	2
803789	728x90	87	312	0	0	0.07	2012-01-06	2011-07-01	189
797836	728x90	1183	312	0	0	0.10	2011-03-09	2011-03-03	6
790189	728x90	1183	313	0	0	0.11	2011-03-26	2011-03-06	20
756156	120x600	1	313	0	0	0.01	2011-10-20	2011-03-06	228
728095	728x90	1	314	0	0	0.22	2011-08-11	2011-03-01	163
729999	160x600	1183	317	0	0	0.11	2011-04-24	2011-03-01	54
788071	160x600	87	318	0	0	0.07	2011-05-05	2011-03-01	65
793243	728x90	87	318	0	0	0.14	2011-03-18	2011-03-11	7
790860	300x250	1183	319	0	0	0.04	2012-02-04	2011-06-30	219
791266	160x600	1183	319	1	0	0.25	2011-08-16	2011-03-09	160
785752	300x250	1183	320	0	0	0.04	2011-07-06	2011-03-09	119
716184	728x90	87	320	0	0	0.11	2011-10-07	2011-03-11	210
784164	160x600	82	322	2	0	0.02	2011-03-24	2011-03-17	7
790387	300x250	1183	322	0	0	0.03	2011-09-16	2011-03-09	191
778984	728x90	87	322	0	0	0.05	2011-05-31	2011-03-09	83
808833	728x90	1183	323	0	0	0.05	2012-02-04	2011-07-15	204
790557	160x600	1183	323	1	0	0.01	2012-01-04	2011-03-25	285
751140	728x90	1	323	0	0	0.16	2012-01-18	2011-03-10	314
755111	160x600	1183	324	0	0	0.03	2011-03-31	2011-03-01	30
805261	300x250	87	324	0	0	0.17	2011-07-13	2011-07-13	0
800290	300x250	1183	325	0	0	0.10	2011-06-21	2011-03-16	97
724793	300x250	1	326	0	0	0.29	2011-07-14	2011-03-09	127
780518	300x250	87	328	0	0	0.23	2012-01-09	2011-03-10	305
785756	728x90	1183	328	0	0	0.05	2011-08-16	2011-03-09	160
792791	300x250	1183	331	0	0	0.20	2011-04-06	2011-03-09	28
787356	300x250	1183	331	0	0	0.81	2012-01-01	2011-03-09	298
807359	728x90	1183	331	1	0	0.09	2011-10-07	2011-07-13	86
784578	120x600	87	332	0	0	0.01	2012-01-28	2011-03-10	324
786966	728x90	87	333	0	0	0.08	2011-05-10	2011-03-09	62
796637	300x250	87	336	4	0	0.11	2012-02-04	2011-07-13	206
790901	300x250	1183	336	0	0	0.10	2012-02-04	2011-07-17	202
721318	300x250	81	336	0	0	0.04	2012-01-03	2011-07-13	174
790886	728x90	1183	336	0	0	0.09	2011-04-04	2011-03-01	34
779361	728x90	1236	337	0	0	0.55	2011-09-14	2011-03-31	167
771551	160x600	87	338	0	0	0.24	2011-04-10	2011-03-14	27
770527	160x600	1183	339	0	0	0.21	2011-05-05	2011-03-01	65
775077	160x600	1183	341	0	0	0.05	2011-05-05	2011-03-01	65
799156	728x90	87	341	0	0	0.30	2011-08-23	2011-03-31	145
743287	728x90	1183	342	0	0	0.26	2011-08-24	2011-03-01	176
782735	728x90	1183	342	0	0	0.56	2012-02-04	2011-12-12	54
770013	728x90	1183	344	1	0	0.06	2012-02-05	2011-03-03	339
788050	300x250	1183	345	0	0	0.11	2011-12-02	2011-03-11	266
798534	160x600	87	346	0	0	0.14	2011-03-10	2011-03-03	7
799271	728x90	1183	347	1	0	0.05	2011-10-19	2011-03-05	228
789309	300x250	1183	347	1	0	0.23	2011-04-01	2011-03-09	23
731836	300x250	1	347	0	0	0.26	2012-02-04	2011-03-14	327
789319	160x600	87	347	0	0	0.14	2011-04-27	2011-03-01	57
773475	728x90	1183	348	0	0	0.01	2011-06-18	2011-03-01	109
798532	728x90	87	349	0	0	0.10	2011-03-10	2011-03-02	8
785849	300x250	87	350	1	0	0.29	2011-05-04	2011-03-13	52
787303	300x250	1183	353	0	0	0.02	2011-09-27	2011-03-11	200
740024	300x250	79	353	1	0	0.68	2012-02-04	2011-08-05	183
773703	300x250	1183	354	0	0	0.46	2011-07-10	2011-03-09	123
769183	300x250	87	355	0	0	0.27	2012-02-04	2011-03-28	313
799489	160x600	1183	355	0	0	0.02	2011-10-28	2011-03-28	214
797837	300x250	87	357	0	0	0.17	2011-07-20	2011-07-14	6
778394	728x90	1183	357	0	0	0.02	2011-10-07	2011-03-29	192
784527	120x600	87	357	1	0	0.07	2011-05-06	2011-03-09	58
802471	728x90	1183	357	0	0	0.04	2011-11-22	2011-07-20	125
772818	728x90	1183	358	1	0	0.26	2011-05-04	2011-03-01	64
796904	728x90	81	358	0	0	0.04	2011-08-19	2011-07-13	37
795166	160x600	87	360	0	0	0.17	2011-10-06	2011-07-13	85
804719	728x90	1183	360	0	0	0.41	2011-12-20	2011-07-13	160
761110	728x90	243	362	0	0	0.15	2011-03-03	2011-03-01	2
800302	728x90	1183	363	1	0	0.12	2011-03-22	2011-03-15	7
781654	728x90	1183	364	0	0	0.25	2011-11-09	2011-07-13	119
786735	300x250	87	364	1	0	0.23	2012-02-05	2011-07-13	207
783120	728x90	1183	364	0	0	0.13	2011-06-08	2011-03-01	99
791607	728x90	1183	364	0	0	0.10	2011-04-07	2011-03-02	36
781483	160x600	87	364	0	0	0.02	2011-09-26	2011-03-01	209
719917	728x90	1	364	0	0	0.14	2011-10-19	2011-03-02	231
797472	300x250	1183	366	1	0	0.19	2011-07-12	2011-03-10	124
789327	160x600	87	368	0	0	0.06	2011-04-28	2011-03-01	58
766738	300x250	66	369	0	0	0.07	2011-04-15	2011-03-02	44
743260	300x250	1183	369	1	0	0.61	2011-04-06	2011-03-11	26
789341	300x250	87	371	0	0	0.20	2011-04-16	2011-03-01	46
780373	728x90	1183	371	1	0	0.01	2011-06-26	2011-03-15	103
801620	300x250	1183	371	0	0	0.38	2011-07-18	2011-06-15	33
798455	728x90	1183	372	0	0	0.13	2011-03-16	2011-03-02	14
786972	728x90	87	375	0	0	0.53	2011-04-21	2011-03-09	43
777359	300x250	1183	376	1	0	0.22	2011-03-27	2011-03-01	26
759488	728x90	1183	376	0	0	0.05	2011-10-20	2011-03-04	230
792896	160x600	1183	377	0	0	0.17	2011-04-24	2011-03-20	35
788956	728x90	1183	377	2	0	0.06	2011-06-26	2011-03-09	109
794899	728x90	1183	378	0	0	0.01	2011-07-12	2011-04-03	100
784406	160x600	1183	379	0	0	0.03	2011-09-27	2011-03-01	210
789782	160x600	1236	380	0	0	0.26	2011-10-20	2011-03-01	233
769184	300x250	1183	381	0	0	0.05	2012-02-05	2011-03-06	336
805926	728x90	87	387	1	0	0.22	2011-07-14	2011-07-13	1
788503	728x90	1183	387	0	0	0.16	2011-04-08	2011-03-05	34
765266	160x600	82	388	0	0	0.01	2011-04-06	2011-03-29	8
798247	300x250	1183	390	0	0	0.06	2011-12-06	2011-03-16	265
796106	728x90	87	390	0	0	0.45	2011-08-02	2011-04-21	103
754586	300x250	1183	390	0	0	0.37	2011-04-12	2011-03-03	40
787463	728x90	87	391	0	0	0.02	2011-04-19	2011-03-01	49
740024	300x250	78	391	7	0	0.73	2011-09-07	2011-08-05	33
773601	728x90	1183	392	0	0	0.01	2011-07-19	2011-03-01	140
785013	300x250	87	392	0	0	0.03	2011-09-19	2011-03-01	202
808349	728x90	87	394	0	0	0.07	2012-02-05	2011-07-13	207
789106	300x250	1183	394	0	0	0.08	2012-02-03	2011-03-11	329
769574	728x90	1183	396	0	0	0.01	2011-09-04	2011-03-03	185
782562	300x250	87	396	1	0	1.00	2011-03-27	2011-03-10	17
759768	300x250	1	396	0	0	0.02	2011-04-05	2011-04-02	3
781766	300x250	87	396	0	0	0.12	2011-06-21	2011-03-01	112
781560	160x600	87	396	0	0	0.14	2012-01-02	2011-03-01	307
774637	300x250	87	396	0	0	0.21	2011-05-04	2011-03-09	56
794528	300x250	87	398	1	1	0.27	2011-08-15	2011-07-13	33
787323	160x600	87	398	0	0	0.66	2011-04-01	2011-03-04	28
802494	300x250	87	399	0	0	0.21	2011-08-24	2011-07-13	42
798890	300x250	1183	400	0	0	0.15	2011-03-16	2011-03-01	15
799522	728x90	1183	402	0	0	0.13	2011-10-11	2011-03-09	216
798269	300x250	87	403	0	0	0.15	2011-08-24	2011-07-13	42
797157	160x600	1183	403	0	0	0.68	2011-03-15	2011-03-11	4
798534	160x600	1236	404	0	0	0.31	2011-04-03	2011-03-12	22
798789	728x90	87	405	0	0	0.01	2011-06-23	2011-03-06	109
790602	728x90	1183	405	0	0	0.26	2011-03-06	2011-03-01	5
799866	728x90	1183	406	0	0	0.02	2011-07-09	2011-03-14	117
772557	300x250	1183	407	0	0	0.46	2011-03-16	2011-03-02	14
793349	300x250	1183	407	3	0	0.42	2011-03-15	2011-03-09	6
783915	300x250	87	408	0	0	0.64	2011-10-20	2011-03-09	225
790523	300x250	1183	408	0	0	0.93	2011-03-16	2011-03-09	7
715923	300x250	1	410	0	0	0.01	2011-10-02	2011-03-01	215
796682	160x600	1183	410	0	0	0.10	2011-09-06	2011-03-01	189
791487	728x90	1183	411	0	0	0.29	2012-01-18	2011-03-16	308
787646	160x600	1183	412	1	0	0.05	2011-07-03	2011-03-01	124
781106	120x600	1183	413	0	0	0.03	2011-10-21	2011-03-01	234
773598	300x250	87	413	0	0	0.22	2011-08-22	2011-04-01	143
778262	300x250	1235	413	1	0	0.13	2011-09-30	2011-03-01	213
797837	300x250	1235	414	0	0	0.12	2011-08-05	2011-07-21	15
800131	728x90	1183	415	0	0	0.02	2011-08-21	2011-03-20	154
787098	300x250	87	415	0	0	0.08	2011-09-13	2011-03-18	179
781085	300x250	1183	416	0	0	0.02	2011-08-28	2011-03-16	165
787461	160x600	87	417	0	0	0.07	2011-03-29	2011-03-01	28
777333	160x600	1183	419	13	0	0.01	2011-09-14	2011-03-24	174
792439	300x250	79	420	0	0	0.11	2011-12-06	2011-03-21	260
730710	300x250	66	422	1	0	0.22	2012-02-04	2011-07-14	205
721127	160x600	84	422	3	0	0.72	2011-04-22	2011-03-09	44
783640	120x600	1183	423	0	0	0.02	2011-05-05	2011-03-02	64
690966	728x90	1183	424	2	0	0.12	2011-05-05	2011-03-02	64
769960	160x600	1183	426	0	0	0.75	2011-08-09	2011-07-13	27
797008	300x250	1183	426	0	0	0.15	2012-01-04	2011-03-03	307
753371	300x250	1	427	1	0	0.09	2011-07-05	2011-03-06	121
805241	300x250	87	427	0	0	0.22	2011-12-22	2011-07-13	162
757969	728x90	1183	428	2	0	0.12	2011-03-12	2011-03-01	11
803313	728x90	87	428	0	0	0.14	2011-08-17	2011-07-13	35
799323	728x90	87	430	0	0	0.02	2011-09-27	2011-03-14	197
721489	728x90	84	430	0	1	0.03	2012-01-19	2011-06-18	215
773600	728x90	87	430	3	0	0.14	2011-05-24	2011-03-09	76
797702	728x90	87	432	0	0	0.21	2011-08-24	2011-03-12	165
780380	728x90	1183	432	0	0	0.03	2011-07-12	2011-03-03	131
761110	728x90	272	433	2	0	0.19	2011-03-03	2011-03-01	2
770111	728x90	1183	434	0	0	0.12	2012-02-04	2011-03-12	329
795856	300x250	1183	436	0	0	0.27	2011-07-28	2011-03-27	123
799259	728x90	1183	438	0	0	0.04	2011-08-25	2011-03-05	173
776808	160x600	1183	438	0	0	0.15	2011-05-01	2011-03-02	60
784164	160x600	83	438	0	0	0.09	2011-03-24	2011-03-17	7
806315	300x250	1183	441	0	0	0.07	2011-09-03	2011-07-13	52
789109	160x600	85	441	0	0	0.01	2011-07-04	2011-03-01	125
792337	160x600	87	443	1	0	0.80	2011-03-31	2011-03-10	21
788980	728x90	1235	443	0	0	0.42	2011-08-24	2011-04-02	144
803032	300x250	1183	444	0	0	0.23	2011-08-02	2011-07-13	20
752684	728x90	87	445	0	0	0.06	2011-11-11	2011-03-04	252
800229	300x250	87	446	0	0	0.16	2011-10-21	2011-03-20	215
806274	728x90	1183	447	0	0	0.04	2012-02-04	2011-07-13	206
750214	728x90	87	448	0	0	0.02	2011-08-16	2011-03-09	160
762741	160x600	1	448	0	0	0.72	2011-04-22	2011-03-09	44
778072	300x250	1183	449	0	0	0.02	2011-08-06	2011-04-05	123
796962	160x600	1183	450	0	0	0.21	2011-09-14	2011-03-28	170
785014	300x250	1183	451	0	0	0.03	2011-09-26	2011-03-01	209
768920	300x250	1183	452	0	0	0.13	2012-01-24	2011-03-26	304
799590	728x90	1183	454	0	0	0.19	2011-10-21	2011-03-25	210
743236	300x250	82	454	0	0	0.98	2011-03-15	2011-03-13	2
794523	728x90	1183	455	0	0	0.04	2011-11-02	2011-03-04	243
805822	300x250	1183	456	0	0	0.09	2011-09-07	2011-07-14	55
