san	siteid	size	segmentid	n	k	a	cost	max(d.date)	min(d.date)	days	ads
aigebi1amjul11	774791	120x600	87	10	0	0	0.00	2011-10-21	2011-10-20	1	1
aigebi1amjul11	770489	160x600	1236	834	0	0	0.00	2011-10-13	2011-07-18	87	9
aigebi1amjul11	781788	468x60	1183	1	0	0	0.00	2011-11-29	2011-11-29	0	1
aigebi1amjul11	786808	300x250	1183	3	0	0	0.00	2011-11-03	2011-11-03	0	2
aigebi1amjul11	125	120x600	1184	1	0	0	0.00	2011-10-31	2011-10-31	0	1
aigebi1amjul11	764223	160x600	87	6	0	0	0.00	2011-07-21	2011-07-14	7	5
aigebi1amjul11	790615	160x600	1183	465	0	0	0.00	2011-09-26	2011-08-09	48	9
aigebi1amjul11	754289	728x90	69	2	0	0	0.00	2011-09-23	2011-09-23	0	1
aigebi1amjul11	788983	728x90	1183	1014	2	0	0.00	2011-09-27	2011-07-14	75	9
aigebi1amjul11	792681	120x600	87	5	0	0	0.00	2011-10-21	2011-10-20	1	1
aigebi1amjul11	796585	120x600	1183	43	0	0	0.00	2011-09-25	2011-07-31	56	1
aigebi1amjul11	803032	300x250	1183	4	0	0	0.00	2011-08-02	2011-07-30	3	1
aigebi1amjul11	800687	160x600	87	2302	0	0	0.00	2011-09-27	2011-07-14	75	9
aigebi1amjul11	806450	728x90	87	17	0	0	0.00	2011-07-19	2011-07-18	1	8
aigebi1amjul11	809630	300x250	1183	741	0	0	0.00	2011-08-17	2011-07-21	27	9
aigebi1amjul11	807971	300x250	87	1	0	0	0.00	2011-08-05	2011-08-05	0	1
aigebi1amjul11	814419	300x250	1183	619	1	0	0.00	2011-10-03	2011-10-02	1	9
aigebi1amjul11	811382	300x250	1183	117	0	0	0.00	2011-11-12	2011-10-10	33	5
aigebi1amjul11	818014	300x250	87	57	0	0	0.00	2011-11-15	2011-11-15	0	3
aigebi1amjul11	775001	728x90	1183	173	0	0	0.00	2011-08-27	2011-08-19	8	8
aigebi1amjul11	770786	300x250	1183	7	0	0	0.00	2011-09-24	2011-08-19	36	5
aigebi1amjul11	782090	160x600	87	23	0	0	0.00	2011-09-23	2011-08-16	38	9
aigebi1amjul11	737081	728x90	1183	55	0	0	0.00	2011-09-17	2011-08-05	43	9
aigebi1amjul11	778696	468x60	87	131	0	0	0.00	2011-08-02	2011-07-27	6	1
aigebi1amjul11	786968	160x600	87	696	0	0	0.00	2011-08-25	2011-07-14	42	9
aigebi1amjul11	208953	468x60	1184	41	0	0	0.00	2011-08-16	2011-08-16	0	1
aigebi1amjul11	764885	728x90	87	1150	0	0	0.00	2011-09-27	2011-07-14	75	9
aigebi1amjul11	784722	160x600	1183	1406	1	0	0.00	2011-09-27	2011-07-14	75	9
aigebi1amjul11	754789	728x90	87	3044	0	0	0.00	2011-09-27	2011-07-14	75	9
aigebi1amjul11	794797	728x90	1183	59	0	0	0.00	2011-09-27	2011-07-14	75	9
aigebi1amjul11	792794	300x250	87	575	0	0	0.00	2011-09-06	2011-08-09	28	9
aigebi1amjul11	798784	728x90	1183	516	0	0	0.00	2011-09-12	2011-09-12	0	8
aigebi1amjul11	796717	160x600	1183	1	0	0	0.00	2011-10-21	2011-10-21	0	1
aigebi1amjul11	803288	300x250	87	416	0	0	0.00	2011-09-16	2011-07-16	62	9
aigebi1amjul11	800950	468x60	87	4	0	0	0.00	2011-10-21	2011-10-20	1	1
aigebi1amjul11	806500	300x250	1183	1138	2	0	0.00	2011-08-10	2011-07-14	27	9
aigebi1amjul11	809732	728x90	1184	6	0	0	0.00	2011-08-16	2011-08-15	1	4
aigebi1amjul11	808112	160x600	87	24	0	0	0.00	2011-07-28	2011-07-21	7	9
aigebi1amjul11	814899	728x90	1183	1	0	0	0.00	2011-10-03	2011-10-03	0	1
aigebi1amjul11	811481	728x90	1183	489	1	0	0.00	2011-08-17	2011-08-17	0	8
aigebi1amjul11	818243	160x600	87	3	0	0	0.00	2011-11-17	2011-11-17	0	2
aigebi1amjul11	775444	300x250	1183	8	0	0	0.00	2011-08-08	2011-08-08	0	1
aigebi1amjul11	770921	160x600	1183	2	0	0	0.00	2011-09-14	2011-09-13	1	2
aigebi1amjul11	782256	300x250	1183	18	0	0	0.00	2011-09-15	2011-08-20	26	8
aigebi1amjul11	787102	160x600	87	111	0	0	0.00	2011-09-22	2011-08-02	51	9
aigebi1amjul11	765386	160x600	1183	637	0	0	0.00	2011-09-27	2011-07-14	75	9
aigebi1amjul11	784836	160x600	1183	181	0	0	0.00	2011-09-12	2011-07-14	60	9
aigebi1amjul11	755419	160x600	1183	171	0	0	0.00	2011-08-05	2011-08-04	1	9
aigebi1amjul11	789070	728x90	82	115	0	0	0.00	2011-08-17	2011-07-16	32	9
aigebi1amjul11	794892	300x250	87	9	0	0	0.00	2011-10-21	2011-10-20	1	3
aigebi1amjul11	792943	728x90	1183	1716	2	0	0.00	2011-07-22	2011-07-14	8	8
aigebi1amjul11	798994	160x600	1236	2	0	0	0.00	2011-11-24	2011-11-24	0	2
aigebi1amjul11	796864	728x90	1183	292	0	0	0.00	2011-09-25	2011-07-27	60	9
aigebi1amjul11	803437	300x250	87	33	0	0	0.00	2011-11-18	2011-11-18	0	3
aigebi1amjul11	801049	300x250	87	37	0	0	0.00	2011-08-11	2011-07-14	28	9
aigebi1amjul11	806623	300x250	87	8	0	0	0.00	2011-09-03	2011-09-02	1	5
aigebi1amjul11	805114	300x250	1183	522	0	0	0.00	2011-09-26	2011-07-14	74	9
aigebi1amjul11	809803	300x250	87	1	0	0	0.00	2011-08-09	2011-08-09	0	1
aigebi1amjul11	808195	160x600	87	239	0	0	0.00	2011-09-27	2011-09-16	11	9
aigebi1amjul11	815140	728x90	1183	2	0	0	0.00	2011-10-08	2011-10-08	0	2
aigebi1amjul11	811617	728x90	87	16	0	0	0.00	2011-10-15	2011-10-14	1	2
aigebi1amjul11	818377	468x60	87	14	0	0	0.00	2011-11-18	2011-11-18	0	1
aigebi1amjul11	775622	160x600	1184	70	1	0	0.00	2011-08-16	2011-08-15	1	9
aigebi1amjul11	771248	728x90	1183	521	0	0	0.00	2011-11-23	2011-11-22	1	2
aigebi1amjul11	782392	160x600	1183	1	0	0	0.00	2011-07-15	2011-07-15	0	1
aigebi1amjul11	778983	160x600	1236	16	0	0	0.00	2011-07-31	2011-07-30	1	8
aigebi1amjul11	787268	300x250	87	494	0	0	0.00	2011-09-27	2011-09-22	5	9
aigebi1amjul11	765496	728x90	1183	1	0	0	0.00	2011-10-21	2011-10-21	0	1
aigebi1amjul11	755841	300x250	1183	419	0	0	0.00	2011-09-12	2011-07-28	46	9
aigebi1amjul11	789123	728x90	1183	3	0	0	0.00	2011-07-19	2011-07-18	1	1
aigebi1amjul11	793106	160x600	1183	309	0	0	0.00	2011-09-08	2011-07-14	56	9
aigebi1amjul11	799109	468x60	87	63	0	0	0.00	2011-10-21	2011-10-20	1	1
aigebi1amjul11	803616	300x250	87	54	0	0	0.00	2011-10-15	2011-07-16	91	9
aigebi1amjul11	801278	728x90	1183	1404	1	0	0.00	2011-09-26	2011-09-26	0	8
aigebi1amjul11	806802	728x90	87	337	0	0	0.00	2011-09-26	2011-07-14	74	9
aigebi1amjul11	809976	300x250	68	5	0	0	0.00	2011-11-19	2011-11-19	0	3
aigebi1amjul11	815396	160x600	1183	173	0	0	0.00	2011-11-18	2011-11-18	0	3
aigebi1amjul11	811773	160x600	1183	151	1	0	0.00	2011-08-19	2011-08-19	0	9
aigebi1amjul11	818689	160x600	1235	2	0	0	0.00	2011-11-23	2011-11-23	0	1
aigebi1amjul11	775864	300x250	1184	1	0	0	0.00	2011-08-15	2011-08-15	0	1
aigebi1amjul11	771552	728x90	1183	120	0	0	0.00	2011-11-26	2011-10-05	52	3
aigebi1amjul11	782618	300x250	1183	1253	0	0	0.00	2011-09-27	2011-07-14	75	9
aigebi1amjul11	742459	468x60	1	337	2	0	0.00	2011-09-02	2011-08-02	31	1
aigebi1amjul11	779349	728x90	87	583	0	0	0.00	2011-09-25	2011-08-22	34	8
aigebi1amjul11	787382	160x600	1183	205	1	0	0.00	2011-08-06	2011-07-27	10	9
aigebi1amjul11	706303	728x90	81	22	0	0	0.00	2011-08-16	2011-07-15	32	8
aigebi1amjul11	766392	728x90	1183	98	0	0	0.00	2011-09-21	2011-07-15	68	9
aigebi1amjul11	795107	120x600	1184	1	0	0	0.00	2011-08-15	2011-08-15	0	1
aigebi1amjul11	797067	160x600	1183	6538	10	0	0.00	2011-09-02	2011-07-26	38	9
aigebi1amjul11	803756	300x250	1184	1	0	0	0.00	2011-08-15	2011-08-15	0	1
aigebi1amjul11	801390	728x90	87	250	1	0	0.00	2011-09-27	2011-09-03	24	8
aigebi1amjul11	805293	160x600	87	946	1	0	0.00	2011-09-26	2011-07-14	74	9
aigebi1amjul11	810050	728x90	87	8	0	0	0.00	2011-10-18	2011-10-17	1	2
aigebi1amjul11	808373	160x600	87	6	0	0	0.00	2011-07-29	2011-07-16	13	4
aigebi1amjul11	811888	300x250	1183	80	0	0	0.00	2011-09-25	2011-09-24	1	9
aigebi1amjul11	818802	160x600	1183	780	0	0	0.00	2011-11-24	2011-11-24	0	3
aigebi1amjul11	776470	728x90	1183	119	0	0	0.00	2011-08-15	2011-07-14	32	9
aigebi1amjul11	743200	160x600	1183	8	0	0	0.00	2011-10-05	2011-09-24	11	7
aigebi1amjul11	779729	160x600	1236	155	0	0	0.00	2011-11-23	2011-11-22	1	3
aigebi1amjul11	787500	160x600	1183	4276	2	0	0.00	2011-09-24	2011-07-17	69	9
aigebi1amjul11	766808	300x250	293	3	0	0	0.00	2011-08-16	2011-08-15	1	3
aigebi1amjul11	785218	300x250	1183	262	0	0	0.00	2011-08-31	2011-07-14	48	9
aigebi1amjul11	791209	300x250	1183	14	0	0	0.00	2011-09-25	2011-08-02	54	5
aigebi1amjul11	757055	300x250	87	702	2	0	0.00	2011-08-14	2011-07-16	29	9
aigebi1amjul11	789489	160x600	87	551	1	0	0.00	2011-09-27	2011-07-14	75	9
aigebi1amjul11	795235	160x600	77	112	0	0	0.00	2011-08-16	2011-08-15	1	9
aigebi1amjul11	793468	160x600	1183	1	0	0	0.00	2011-11-16	2011-11-16	0	1
aigebi1amjul11	803839	160x600	1183	783	2	0	0.00	2011-11-30	2011-07-19	134	9
aigebi1amjul11	801498	728x90	87	1069	0	0	0.00	2011-09-20	2011-07-14	68	9
aigebi1amjul11	807006	728x90	1184	5	0	0	0.00	2011-08-15	2011-08-15	0	3
aigebi1amjul11	808470	160x600	1183	174	0	0	0.00	2011-08-22	2011-08-11	11	9
aigebi1amjul11	812040	728x90	87	12	0	0	0.00	2011-08-24	2011-08-23	1	6
aigebi1amjul11	810160	728x90	1183	94	0	0	0.00	2011-09-29	2011-07-29	62	8
aigebi1amjul11	819033	160x600	1183	1	0	0	0.00	2011-11-30	2011-11-30	0	1
aigebi1amjul11	815807	160x600	87	11	0	0	0.00	2011-10-14	2011-10-14	0	2
aigebi1amjul11	772380	300x250	87	2	0	0	0.00	2011-09-09	2011-07-24	47	2
aigebi1amjul11	783028	728x90	1183	458	1	0	0.00	2011-09-12	2011-07-17	57	9
aigebi1amjul11	780160	300x250	1235	391	0	0	0.00	2011-09-08	2011-07-30	40	9
aigebi1amjul11	787608	160x600	1184	1	0	0	0.00	2011-08-15	2011-08-15	0	1
aigebi1amjul11	713788	728x90	69	18	0	0	0.00	2011-08-31	2011-08-15	16	9
aigebi1amjul11	767117	728x90	1183	9	0	0	0.00	2011-09-11	2011-09-11	0	7
aigebi1amjul11	791350	300x250	85	5	0	0	0.00	2011-11-08	2011-11-08	0	2
aigebi1amjul11	789601	300x250	1183	551	0	0	0.00	2011-09-27	2011-07-14	75	9
aigebi1amjul11	799385	468x60	87	95	1	0	0.00	2011-10-21	2011-10-20	1	1
aigebi1amjul11	805591	160x600	1183	258	0	0	0.00	2011-09-25	2011-07-14	73	9
aigebi1amjul11	808596	728x90	1183	3	0	0	0.00	2011-10-20	2011-08-20	61	2
aigebi1amjul11	807119	728x90	87	324	0	0	0.00	2011-09-27	2011-07-18	71	9
aigebi1amjul11	812432	160x600	1183	2102	0	0	0.00	2011-10-11	2011-10-05	6	9
aigebi1amjul11	810297	300x250	87	1	0	0	0.00	2011-09-23	2011-09-23	0	1
aigebi1amjul11	816043	300x250	1183	359	0	0	0.00	2011-10-19	2011-10-19	0	3
aigebi1amjul11	772658	300x250	87	459	0	0	0.00	2011-08-03	2011-07-14	20	8
aigebi1amjul11	783215	728x90	1183	333	0	0	0.00	2011-09-27	2011-07-14	75	8
aigebi1amjul11	780272	300x250	1183	963	0	0	0.00	2011-09-14	2011-07-14	62	9
aigebi1amjul11	716329	728x90	65	29	0	0	0.00	2011-08-30	2011-08-13	17	8
aigebi1amjul11	767473	468x60	1183	1611	0	0	0.00	2011-09-27	2011-07-27	62	1
aigebi1amjul11	795435	300x250	1183	6	0	0	0.00	2011-07-24	2011-07-15	9	4
aigebi1amjul11	799489	160x600	1183	69	0	0	0.00	2011-10-28	2011-10-27	1	3
aigebi1amjul11	797626	728x90	1183	1	0	0	0.00	2011-11-04	2011-11-04	0	1
aigebi1amjul11	801697	160x600	1183	167	0	0	0.00	2011-09-02	2011-07-29	35	9
aigebi1amjul11	805702	728x90	1184	42	0	0	0.00	2011-08-16	2011-08-15	1	9
aigebi1amjul11	804030	468x60	87	13	0	0	0.00	2011-10-21	2011-10-20	1	1
aigebi1amjul11	808656	160x600	1183	97	0	0	0.00	2011-09-27	2011-08-11	47	9
aigebi1amjul11	807220	300x250	1183	7	0	0	0.00	2011-08-11	2011-08-11	0	5
aigebi1amjul11	812767	728x90	1183	10	0	0	0.00	2011-10-11	2011-10-11	0	7
aigebi1amjul11	810495	300x250	1183	13	0	0	0.00	2011-09-26	2011-09-12	14	8
aigebi1amjul11	777234	728x90	1184	6	0	0	0.00	2011-08-16	2011-08-15	1	5
aigebi1amjul11	783339	234x60	-20	619	0	0	0.00	2011-10-21	2011-10-20	1	1
aigebi1amjul11	744775	728x90	82	18	0	0	0.00	2011-08-06	2011-07-14	23	8
aigebi1amjul11	787737	300x250	87	376	0	0	0.00	2011-10-06	2011-07-14	84	9
aigebi1amjul11	719325	728x90	1	3	0	0	0.00	2011-09-03	2011-08-24	10	2
aigebi1amjul11	767931	728x90	1183	807	0	0	0.00	2011-09-27	2011-07-14	75	9
aigebi1amjul11	785655	160x600	1183	391	0	0	0.00	2011-09-13	2011-08-11	33	9
aigebi1amjul11	791598	728x90	87	557	0	0	0.00	2011-09-27	2011-07-27	62	9
aigebi1amjul11	760447	120x600	1183	155	0	0	0.00	2011-10-21	2011-09-19	32	1
aigebi1amjul11	789791	180x150	-20	6005	2	0	0.00	2011-10-24	2011-09-28	26	1
aigebi1amjul11	795515	300x250	1183	21	0	0	0.00	2011-07-27	2011-07-24	3	9
aigebi1amjul11	801805	728x90	-20	4929	0	0	0.00	2011-10-21	2011-08-01	81	9
aigebi1amjul11	799884	300x250	1183	222	0	0	0.00	2011-09-08	2011-08-12	27	9
aigebi1amjul11	808787	300x250	87	111	1	0	0.00	2011-09-22	2011-07-28	56	9
aigebi1amjul11	807327	300x250	1184	2	0	0	0.00	2011-08-15	2011-08-15	0	1
aigebi1amjul11	813048	300x250	1183	22	0	0	0.00	2011-09-27	2011-09-06	21	8
aigebi1amjul11	810627	728x90	87	7	0	0	0.00	2011-09-18	2011-08-22	27	5
aigebi1amjul11	816445	300x250	87	25	0	0	0.00	2011-10-27	2011-10-26	1	3
aigebi1amjul11	777355	160x600	1183	257	9	0	0.00	2011-09-14	2011-08-11	34	9
aigebi1amjul11	773019	300x250	1183	166	0	0	0.00	2011-08-18	2011-07-16	33	9
aigebi1amjul11	785865	160x600	87	21	0	0	0.00	2011-08-04	2011-08-01	3	9
aigebi1amjul11	761013	728x90	1183	84	3	0	0.00	2011-08-17	2011-07-15	33	9
aigebi1amjul11	795698	300x250	1183	2	0	0	0.00	2011-10-21	2011-10-20	1	2
aigebi1amjul11	797865	160x600	1183	508	0	0	0.00	2011-09-26	2011-07-27	61	9
aigebi1amjul11	804193	160x600	1183	31	0	0	0.00	2011-10-24	2011-10-05	19	9
aigebi1amjul11	808846	300x250	87	7	0	0	0.00	2011-09-29	2011-09-19	10	5
aigebi1amjul11	813129	300x250	87	1	0	0	0.00	2011-09-16	2011-09-16	0	1
aigebi1amjul11	810726	300x250	1183	1	0	0	0.00	2011-08-20	2011-08-20	0	1
aigebi1amjul11	816707	728x90	1183	4250	1	0	0.00	2011-11-04	2011-11-03	1	2
aigebi1amjul11	777496	728x90	1183	10	0	0	0.00	2011-11-09	2011-09-21	49	2
aigebi1amjul11	773338	160x600	87	44	0	0	0.00	2011-08-09	2011-07-14	26	9
aigebi1amjul11	783703	160x600	1184	24	0	0	0.00	2011-08-16	2011-08-15	1	9
aigebi1amjul11	780818	728x90	87	401	0	0	0.00	2011-10-21	2011-07-14	99	9
aigebi1amjul11	792033	300x250	1184	17	0	0	0.00	2011-08-16	2011-08-15	1	8
aigebi1amjul11	790004	160x600	1183	97	0	0	0.00	2011-09-27	2011-07-27	62	9
aigebi1amjul11	793978	728x90	87	398	0	0	0.00	2011-08-28	2011-07-14	45	9
aigebi1amjul11	795837	160x600	87	128	0	0	0.00	2011-07-22	2011-07-14	8	8
aigebi1amjul11	802040	728x90	1183	74	0	0	0.00	2011-08-29	2011-07-17	43	9
aigebi1amjul11	805926	728x90	-20	45	0	0	0.00	2011-08-10	2011-08-09	1	9
aigebi1amjul11	804338	160x600	1183	26	0	0	0.00	2011-08-16	2011-08-02	14	9
aigebi1amjul11	808961	300x250	1183	2	0	0	0.00	2011-08-16	2011-08-16	0	2
aigebi1amjul11	807526	728x90	1184	30	0	0	0.00	2011-08-16	2011-08-15	1	9
aigebi1amjul11	813349	120x600	1183	4	0	0	0.00	2011-09-23	2011-09-15	8	1
aigebi1amjul11	810823	728x90	1183	21	0	0	0.00	2011-08-12	2011-08-12	0	8
aigebi1amjul11	816996	728x90	1183	12	0	0	0.00	2011-11-07	2011-11-06	1	2
aigebi1amjul11	783926	300x250	87	4106	0	0	0.00	2011-08-06	2011-07-15	22	9
aigebi1amjul11	788155	728x90	1183	2	0	0	0.00	2011-09-26	2011-09-24	2	2
aigebi1amjul11	786179	300x250	87	1	0	0	0.00	2011-07-29	2011-07-29	0	1
aigebi1amjul11	790096	300x250	1183	10	0	0	0.00	2011-07-24	2011-07-17	7	2
aigebi1amjul11	792121	300x250	87	1288	1	0	0.00	2011-09-27	2011-07-14	75	9
aigebi1amjul11	798025	300x250	1183	22	0	0	0.00	2011-09-12	2011-09-06	6	7
aigebi1amjul11	795991	120x600	87	478	0	0	0.00	2011-09-22	2011-08-12	41	1
aigebi1amjul11	802168	728x90	1184	1	0	0	0.00	2011-08-15	2011-08-15	0	1
aigebi1amjul11	800279	300x250	65	241	0	0	0.00	2011-09-16	2011-08-06	41	9
aigebi1amjul11	806113	728x90	1183	1454	8	0	0.00	2011-09-27	2011-07-15	74	9
aigebi1amjul11	809139	728x90	1183	142	0	0	0.00	2011-09-10	2011-08-18	23	8
aigebi1amjul11	810905	728x90	1183	22	0	0	0.00	2011-09-12	2011-08-11	32	9
aigebi1amjul11	817232	120x600	87	1	0	0	0.00	2011-11-03	2011-11-03	0	1
aigebi1amjul11	778071	300x250	1184	9	0	0	0.00	2011-08-16	2011-08-15	1	5
aigebi1amjul11	773749	728x90	84	1671	1	0	0.00	2011-09-27	2011-07-31	58	9
aigebi1amjul11	751797	160x600	1183	165	0	0	0.00	2011-10-28	2011-10-05	23	2
aigebi1amjul11	781127	300x250	87	211	1	0	0.00	2011-09-25	2011-09-18	7	9
aigebi1amjul11	729162	728x90	1	114	0	0	0.00	2011-09-13	2011-07-14	61	9
aigebi1amjul11	770088	728x90	1183	332	0	0	0.00	2011-07-24	2011-07-14	10	8
aigebi1amjul11	786440	160x600	87	745	0	0	0.00	2011-09-27	2011-07-20	69	9
aigebi1amjul11	790309	160x600	1183	330	0	0	0.00	2011-09-11	2011-07-28	45	9
aigebi1amjul11	788407	300x250	78	9	0	0	0.00	2011-08-13	2011-08-11	2	5
aigebi1amjul11	794148	300x250	1183	158	0	0	0.00	2011-10-11	2011-07-16	87	9
aigebi1amjul11	792321	160x600	1183	15	0	0	0.00	2011-08-06	2011-08-05	1	8
aigebi1amjul11	798161	160x600	1183	56	0	0	0.00	2011-10-05	2011-09-03	32	9
aigebi1amjul11	796106	728x90	-20	261	0	0	0.00	2011-08-04	2011-08-04	0	9
aigebi1amjul11	802343	300x250	1183	20	0	0	0.00	2011-09-19	2011-09-18	1	8
aigebi1amjul11	800343	728x90	83	245	0	0	0.00	2011-10-24	2011-10-20	4	2
aigebi1amjul11	806179	300x250	1184	13	0	0	0.00	2011-08-16	2011-08-15	1	7
aigebi1amjul11	809246	728x90	1183	1	0	0	0.00	2011-10-09	2011-10-09	0	1
aigebi1amjul11	807704	300x250	87	844	3	0	0.00	2011-09-26	2011-07-14	74	9
aigebi1amjul11	813708	300x250	1183	59	0	0	0.00	2011-09-14	2011-09-14	0	9
aigebi1amjul11	811004	728x90	87	5	0	0	0.00	2011-08-13	2011-08-11	2	4
aigebi1amjul11	817414	160x600	87	49	0	0	0.00	2011-11-08	2011-11-08	0	3
aigebi1amjul11	752609	160x600	87	9	0	0	0.00	2011-09-22	2011-09-22	0	5
aigebi1amjul11	781389	300x250	1183	423	0	0	0.00	2011-08-16	2011-07-23	24	9
aigebi1amjul11	770236	160x600	1183	451	0	0	0.00	2011-09-27	2011-07-14	75	9
aigebi1amjul11	786578	300x250	87	13	0	0	0.00	2011-07-18	2011-07-18	0	7
aigebi1amjul11	784267	468x60	1184	2	0	0	0.00	2011-08-16	2011-08-15	1	1
aigebi1amjul11	790392	728x90	67	1	0	0	0.00	2011-10-02	2011-10-02	0	1
aigebi1amjul11	788601	300x250	1183	16	0	0	0.00	2011-10-17	2011-08-18	60	7
aigebi1amjul11	794362	300x250	87	1572	0	0	0.00	2011-09-27	2011-07-14	75	9
aigebi1amjul11	792405	300x250	1183	564	7	1	0.00	2011-10-21	2011-07-19	94	9
aigebi1amjul11	796276	728x90	87	280	0	0	0.00	2011-09-27	2011-07-14	75	9
aigebi1amjul11	802421	120x600	1183	26	0	0	0.00	2011-07-31	2011-07-27	4	1
aigebi1amjul11	806249	300x250	1183	239	0	0	0.00	2011-09-27	2011-08-14	44	9
aigebi1amjul11	804693	468x60	87	958	0	0	0.00	2011-10-20	2011-08-21	60	1
aigebi1amjul11	809363	300x250	87	87	0	0	0.00	2011-07-31	2011-07-19	12	9
aigebi1amjul11	813916	300x250	1183	1	0	0	0.00	2011-10-07	2011-10-07	0	1
aigebi1amjul11	811126	300x250	1183	22	0	0	0.00	2011-08-27	2011-08-16	11	8
aigebi1amjul11	817745	728x90	87	38	0	0	0.00	2011-11-12	2011-11-12	0	2
aigebi1amjul11	774468	160x600	1183	178	0	0	0.00	2011-09-27	2011-09-12	15	9
aigebi1amjul11	753379	300x250	1184	15	0	0	0.00	2011-08-16	2011-08-15	1	5
aigebi1amjul11	770274	160x600	292	44	0	0	0.00	2011-10-05	2011-07-27	70	8
aigebi1amjul11	781587	300x250	1184	35	0	0	0.00	2011-08-16	2011-08-15	1	9
aigebi1amjul11	734100	160x600	1	439	0	0	0.00	2011-09-27	2011-07-14	75	9
aigebi1amjul11	778444	468x60	1183	22	0	0	0.00	2011-10-21	2011-10-20	1	1
aigebi1amjul11	786666	728x90	87	128	0	0	0.00	2011-09-26	2011-07-17	71	9
aigebi1amjul11	763775	160x600	67	59	0	0	0.00	2011-11-15	2011-07-23	115	2
aigebi1amjul11	790499	468x60	1183	25	0	0	0.00	2011-08-22	2011-08-04	18	1
aigebi1amjul11	794524	160x600	87	30	0	0	0.00	2011-11-02	2011-11-01	1	3
aigebi1amjul11	792442	300x250	79	25032	0	0	0.00	2011-11-21	2011-07-14	130	9
aigebi1amjul11	796465	160x600	87	1436	4	0	0.00	2011-10-06	2011-07-28	70	9
aigebi1amjul11	806356	300x250	1183	4	0	0	0.00	2011-10-20	2011-10-20	0	2
aigebi1amjul11	804804	160x600	1183	3	0	0	0.00	2011-07-28	2011-07-28	0	3
aigebi1amjul11	809521	468x60	1183	15	0	0	0.00	2011-10-21	2011-10-20	1	1
aigebi1amjul11	807885	728x90	1183	1238	0	0	0.00	2011-10-04	2011-07-24	72	9
aigebi1amjul11	814197	300x250	-20	7	0	0	0.00	2011-11-04	2011-11-04	0	3
aigebi1amjul11	811273	728x90	1183	1310	2	0	0.00	2011-09-13	2011-08-21	23	8
aigebi1amjul11	817858	300x250	1183	26	0	0	0.00	2011-11-15	2011-11-15	0	3
aigebi1amjul11	788845	300x250	87	63	0	0	0.00	2011-09-27	2011-09-24	3	9
aigebi1amjul11	794653	160x600	87	210	0	0	0.00	2011-09-16	2011-07-18	60	9
aigebi1amjul11	792575	300x250	87	327	0	0	0.00	2011-09-27	2011-07-16	73	9
aigebi1amjul11	798489	300x250	1184	2	0	0	0.00	2011-08-16	2011-08-15	1	2
aigebi1amjul11	800629	160x600	87	563	2	0	0.00	2011-08-26	2011-07-16	41	9
aigebi1amjul11	806402	728x90	1183	40	0	0	0.00	2011-07-22	2011-07-15	7	8
aigebi1amjul11	804834	160x600	1183	37	0	0	0.00	2011-09-06	2011-08-25	12	9
aigebi1amjul11	809581	300x250	1183	1	0	0	0.00	2011-07-21	2011-07-21	0	1
aigebi1amjul11	807947	728x90	1183	114	0	0	0.00	2011-09-27	2011-08-21	37	8
aigebi1amjul11	814335	160x600	87	6	0	0	0.00	2011-09-25	2011-09-24	1	3
aigebi1amjul11	811306	160x600	1183	7	0	0	0.00	2011-08-16	2011-08-15	1	5
aigebi1amjul11	817953	468x60	87	267	0	0	0.00	2011-11-16	2011-11-16	0	1
aigebi1amjul11	774920	300x250	1183	41	0	0	0.00	2011-08-14	2011-07-14	31	9
aigebi1amjul11	770511	160x600	87	572	0	0	0.00	2011-09-04	2011-07-28	38	9
aigebi1amjul11	735793	300x250	87	14761	2	0	0.00	2011-08-24	2011-08-22	2	9
aigebi1amjul11	778657	728x90	84	232	0	0	0.00	2011-09-01	2011-08-01	31	9
aigebi1amjul11	786895	300x250	1183	171	0	0	0.00	2011-09-30	2011-07-16	76	9
aigebi1amjul11	30399	468x60	75	45	0	0	0.00	2011-08-15	2011-08-15	0	1
aigebi1amjul11	764562	728x90	87	32	0	0	0.00	2011-11-18	2011-11-18	0	2
aigebi1amjul11	784698	468x60	1183	86	0	0	0.00	2011-08-31	2011-07-28	34	1
aigebi1amjul11	796680	160x600	87	78	0	0	0.00	2011-09-26	2011-07-27	61	9
aigebi1amjul11	803231	300x250	87	130	0	0	0.00	2011-09-08	2011-08-01	38	9
aigebi1amjul11	806480	160x600	1184	346	0	0	0.00	2011-08-16	2011-08-16	0	9
aigebi1amjul11	809705	300x250	1183	274	0	0	0.00	2011-09-21	2011-08-25	27	9
aigebi1amjul11	808039	300x250	87	76	0	0	0.00	2011-10-01	2011-09-11	20	9
aigebi1amjul11	814615	728x90	87	247	0	0	0.00	2011-10-05	2011-10-05	0	8
aigebi1amjul11	811438	728x90	87	24	0	0	0.00	2011-09-19	2011-08-26	24	8
aigebi1amjul11	818149	300x250	1235	161	0	0	0.00	2011-11-24	2011-11-24	0	3
aigebi1amjul11	775319	300x250	87	2	0	0	0.00	2011-09-27	2011-09-26	1	1
aigebi1amjul11	770829	300x250	1183	67	0	0	0.00	2011-09-03	2011-08-05	29	9
aigebi1amjul11	782154	468x60	87	9	0	0	0.00	2011-10-21	2011-10-20	1	1
aigebi1amjul11	787027	728x90	1183	40	0	0	0.00	2011-09-22	2011-09-07	15	8
